Ano,ID IBGE,Localidade,ICE-R - Emprego,Empregos,Massa Salarial,Renda Mensal Média,Distância média,Ganho de oportunidade médio
2013,3127701,Governador Valadares - MG,"1,6","61,9 Mil","R$ 86,3 Milhões","R$ 1,39 Mil","0,762","0,199"
2013,4108304,Foz do Iguaçu - PR,"1,67","61,4 Mil",R$ 118 Milhões,"R$ 1,93 Mil","0,83","0,162"
2013,4314100,Passo Fundo - RS,"1,602","60,9 Mil",R$ 116 Milhões,"R$ 1,91 Mil","0,796","0,18"
2013,4318705,São Leopoldo - RS,"2,63",60 Mil,R$ 127 Milhões,"R$ 2,11 Mil","0,792","0,049"
2013,4309209,Gravataí - RS,"2,773","59,4 Mil",R$ 123 Milhões,"R$ 2,07 Mil","0,84","0,04"
2013,3122306,Divinópolis - MG,"1,965","59,3 Mil","R$ 90,8 Milhões","R$ 1,53 Mil","0,723","0,158"
2013,3523909,Itu - SP,"2,52","59,1 Mil",R$ 124 Milhões,"R$ 2,09 Mil","0,766","0,065"
2013,2105302,Imperatriz - MA,"1,586","58,9 Mil","R$ 83,9 Milhões","R$ 1,42 Mil","0,8","0,174"
2013,3305109,São João de Meriti - RJ,"1,665","58,5 Mil","R$ 80,7 Milhões","R$ 1,38 Mil","0,838","0,148"
2013,2307650,Maracanaú - CE,"2,414",58 Mil,R$ 82 Milhões,"R$ 1,41 Mil","0,809","0,083"
2013,3167202,Sete Lagoas - MG,"1,786","57,9 Mil","R$ 90,6 Milhões","R$ 1,57 Mil","0,801","0,154"
2013,5218805,Rio Verde - GO,"1,279","57,2 Mil","R$ 99,3 Milhões","R$ 1,73 Mil","0,841","0,184"
2013,4315602,Rio Grande - RS,"1,827","56,4 Mil",R$ 139 Milhões,"R$ 2,48 Mil","0,898","0,113"
2013,3201308,Cariacica - ES,"1,704","55,8 Mil","R$ 85,7 Milhões","R$ 1,53 Mil","0,798","0,167"
2013,5107602,Rondonópolis - MT,"1,327","55,8 Mil","R$ 98,9 Milhões","R$ 1,77 Mil","0,812","0,198"
2013,3502804,Araçatuba - SP,"1,78","54,8 Mil","R$ 99,5 Milhões","R$ 1,81 Mil","0,769","0,167"
2013,5003702,Dourados - MS,"1,371","53,9 Mil","R$ 97,9 Milhões","R$ 1,81 Mil","0,803","0,206"
2013,3552502,Suzano - SP,"2,292","53,6 Mil",R$ 120 Milhões,"R$ 2,23 Mil","0,799","0,092"
2013,3552403,Sumaré - SP,"3,051",53 Mil,R$ 155 Milhões,"R$ 2,93 Mil","0,856","0,027"
2013,3201209,Cachoeiro de Itapemirim - ES,"1,496","52,7 Mil","R$ 77,9 Milhões","R$ 1,48 Mil","0,808","0,18"
2013,3518701,Guarujá - SP,"1,604","52,3 Mil",R$ 119 Milhões,"R$ 2,28 Mil","0,886","0,131"
2013,3303401,Nova Friburgo - RJ,"1,473","51,3 Mil","R$ 66,2 Milhões","R$ 1,29 Mil","0,816","0,184"
2013,2312908,Sobral - CE,"1,279","50,5 Mil","R$ 63,5 Milhões","R$ 1,26 Mil","0,889","0,152"
2013,1504208,Marabá - PA,"1,488","50,5 Mil","R$ 90,4 Milhões","R$ 1,79 Mil","0,853","0,157"
2013,3301900,Itaboraí - RJ,"1,845","50,2 Mil",R$ 108 Milhões,"R$ 2,15 Mil","0,921","0,097"
2013,3151800,Poços de Caldas - MG,"1,861","49,9 Mil",R$ 84 Milhões,"R$ 1,68 Mil","0,785","0,151"
2013,1505536,Parauapebas - PA,"1,972","49,8 Mil",R$ 120 Milhões,"R$ 2,42 Mil","0,914","0,09"
2013,4202909,Brusque - SC,"2,474","49,5 Mil","R$ 90,9 Milhões","R$ 1,84 Mil","0,809","0,078"
2013,5108402,Várzea Grande - MT,"1,648",49 Mil,"R$ 82,8 Milhões","R$ 1,69 Mil","0,792","0,176"
2013,3152501,Pouso Alegre - MG,"2,025","48,8 Mil","R$ 85,7 Milhões","R$ 1,75 Mil","0,821","0,121"
2013,3545803,Santa Bárbara D'oeste - SP,"2,626","47,6 Mil","R$ 94,8 Milhões","R$ 1,99 Mil","0,785","0,051"
2013,3203205,Linhares - ES,"1,332","47,4 Mil","R$ 70,8 Milhões","R$ 1,49 Mil","0,815","0,195"
2013,3551702,Sertãozinho - SP,"2,449","47,4 Mil",R$ 113 Milhões,"R$ 2,38 Mil","0,85","0,071"
2013,3524402,Jacareí - SP,"2,389","46,6 Mil",R$ 103 Milhões,"R$ 2,2 Mil","0,825","0,078"
2013,3523107,Itaquaquecetuba - SP,"2,943","46,5 Mil",R$ 84 Milhões,"R$ 1,81 Mil","0,765","0,011"
2013,3300704,Cabo Frio - RJ,"1,392","46,1 Mil","R$ 73,2 Milhões","R$ 1,59 Mil","0,872","0,155"
2013,4127700,Toledo - PR,"1,571",46 Mil,R$ 80 Milhões,"R$ 1,74 Mil","0,802","0,176"
2013,3519071,Hortolândia - SP,"3,359","45,9 Mil",R$ 158 Milhões,"R$ 3,45 Mil","0,896","0,021"
2013,2307304,Juazeiro do Norte - CE,"1,593","45,8 Mil","R$ 56,1 Milhões","R$ 1,23 Mil","0,831","0,158"
2013,3300100,Angra Dos Reis - RJ,"2,203","45,7 Mil",R$ 129 Milhões,"R$ 2,81 Mil","0,933","0,083"
2013,3144805,Nova Lima - MG,"2,755","45,5 Mil",R$ 130 Milhões,"R$ 2,85 Mil","0,89","0,056"
2013,4119152,Pinhais - PR,"2,829","45,4 Mil","R$ 86,8 Milhões","R$ 1,91 Mil","0,71","0,027"
2013,3510609,Carapicuíba - SP,"2,161","45,3 Mil","R$ 69,3 Milhões","R$ 1,53 Mil","0,807","0,103"
2013,3515004,Embu - SP,"2,482",45 Mil,"R$ 88,7 Milhões","R$ 1,97 Mil","0,832","0,073"
2013,4302105,Bento Gonçalves - RS,"2,384","44,9 Mil",R$ 102 Milhões,"R$ 2,26 Mil","0,815","0,079"
2013,4202008,Balneário Camboriú - SC,"1,902","44,4 Mil","R$ 72,9 Milhões","R$ 1,64 Mil","0,789","0,148"
2013,2602902,Cabo de Santo Agostinho - PE,"2,404","44,2 Mil","R$ 81,4 Milhões","R$ 1,84 Mil","0,852","0,077"
2013,3541000,Praia Grande - SP,"1,477","43,9 Mil","R$ 79,2 Milhões","R$ 1,8 Mil","0,862","0,152"
2013,4101804,Araucária - PR,"2,908","43,7 Mil",R$ 118 Milhões,"R$ 2,7 Mil","0,832","0,035"
2013,4303103,Cachoeirinha - RS,"2,919","43,5 Mil","R$ 78,6 Milhões","R$ 1,81 Mil","0,768","0,021"
2013,5008305,Três Lagoas - MS,"1,822","43,3 Mil",R$ 94 Milhões,"R$ 2,17 Mil","0,878","0,111"
2013,3536505,Paulínia - SP,"2,973","43,3 Mil",R$ 139 Milhões,"R$ 3,2 Mil","0,87","0,042"
2013,4109401,Guarapuava - PR,"1,489","43,1 Mil","R$ 79,1 Milhões","R$ 1,83 Mil","0,802","0,19"
2013,3556206,Valinhos - SP,"2,717","42,7 Mil",R$ 105 Milhões,"R$ 2,47 Mil","0,759","0,044"
2013,3507605,Bragança Paulista - SP,"2,165","42,6 Mil","R$ 83,3 Milhões","R$ 1,96 Mil","0,773","0,115"
2013,1500602,Altamira - PA,"1,611","42,5 Mil",R$ 125 Milhões,"R$ 2,94 Mil","0,951","0,093"
2013,4209300,Lages - SC,"1,732","42,4 Mil","R$ 65,6 Milhões","R$ 1,55 Mil","0,753","0,181"
2013,3304524,Rio Das Ostras - RJ,"2,454","42,4 Mil",R$ 101 Milhões,"R$ 2,39 Mil","0,938","0,071"
2013,4307005,Erechim - RS,"1,93","41,8 Mil","R$ 73,2 Milhões","R$ 1,75 Mil","0,795","0,133"
2013,1506807,Santarém - PA,"1,143","41,5 Mil","R$ 60,4 Milhões","R$ 1,46 Mil","0,831","0,206"
2013,3507506,Botucatu - SP,"1,867","41,4 Mil","R$ 99,7 Milhões","R$ 2,41 Mil","0,881","0,112"
2013,4316808,Santa Cruz do Sul - RS,"1,701","41,4 Mil","R$ 83,8 Milhões","R$ 2,02 Mil","0,821","0,157"
2013,3509205,Cajamar - SP,"3,023","41,4 Mil","R$ 99,6 Milhões","R$ 2,41 Mil","0,843","0,028"
2013,3551009,São Vicente - SP,"1,552","41,3 Mil","R$ 75,7 Milhões","R$ 1,83 Mil","0,856","0,154"
2013,3513504,Cubatão - SP,"2,861","40,9 Mil",R$ 135 Milhões,"R$ 3,3 Mil","0,92","0,056"
2013,2914802,Itabuna - BA,"1,355","40,8 Mil","R$ 58,2 Milhões","R$ 1,43 Mil","0,84","0,18"
2013,2403251,Parnamirim - RN,"1,624","40,8 Mil","R$ 59,8 Milhões","R$ 1,47 Mil","0,853","0,151"
2013,3530706,Mogi Guaçu - SP,"2,051","40,8 Mil","R$ 84,8 Milhões","R$ 2,08 Mil","0,804","0,114"
2013,3170701,Varginha - MG,"2,004","40,7 Mil","R$ 63,6 Milhões","R$ 1,56 Mil","0,77","0,132"
2013,4218707,Tubarão - SC,"1,862","40,4 Mil","R$ 68,2 Milhões","R$ 1,69 Mil","0,771","0,153"
2013,3511102,Catanduva - SP,"1,916","40,1 Mil","R$ 70,4 Milhões","R$ 1,75 Mil","0,779","0,138"
2013,4105805,Colombo - PR,"2,393",40 Mil,"R$ 67,5 Milhões","R$ 1,69 Mil","0,745","0,084"
2013,3525300,Jaú - SP,"1,905",40 Mil,"R$ 65,7 Milhões","R$ 1,64 Mil","0,802","0,132"
2013,3148004,Patos de Minas - MG,"1,216","39,7 Mil",R$ 58 Milhões,"R$ 1,46 Mil","0,774","0,243"
2013,3131703,Itabira - MG,"1,75","39,6 Mil","R$ 79,6 Milhões","R$ 2,01 Mil","0,915","0,105"
2013,3504107,Atibaia - SP,"2,34","39,2 Mil","R$ 79,3 Milhões","R$ 2,02 Mil","0,757","0,088"
2013,1721000,Palmas - TO,"1,83","39,2 Mil","R$ 59,9 Milhões","R$ 1,53 Mil","0,837","0,142"
2013,3503307,Araras - SP,"2,212","38,7 Mil","R$ 76,8 Milhões","R$ 1,98 Mil","0,774","0,102"
2013,2610707,Paulista - PE,"1,567","38,4 Mil","R$ 51,9 Milhões","R$ 1,35 Mil","0,842","0,149"
2013,4101507,Arapongas - PR,"1,786","38,2 Mil","R$ 60,6 Milhões","R$ 1,59 Mil","0,79","0,154"
2013,4118204,Paranaguá - PR,"1,547","38,1 Mil","R$ 75,6 Milhões","R$ 1,98 Mil","0,86","0,15"
2013,3506508,Birigui - SP,"1,977","37,9 Mil",R$ 55 Milhões,"R$ 1,45 Mil","0,829","0,117"
2013,3522505,Itapevi - SP,"2,932","37,7 Mil","R$ 98,4 Milhões","R$ 2,61 Mil","0,875","0,041"
2013,3304201,Resende - RJ,"2,553","37,5 Mil","R$ 84,4 Milhões","R$ 2,25 Mil","0,884","0,07"
2013,3556701,Vinhedo - SP,"2,742","37,4 Mil","R$ 88,7 Milhões","R$ 2,37 Mil","0,827","0,048"
2013,3523404,Itatiba - SP,"2,499","37,2 Mil","R$ 76,4 Milhões","R$ 2,05 Mil","0,78","0,064"
2013,4211900,Palhoça - SC,"1,88","36,7 Mil","R$ 55,8 Milhões","R$ 1,52 Mil","0,771","0,154"
2013,3305802,Teresópolis - RJ,"1,567","36,3 Mil","R$ 54,7 Milhões","R$ 1,51 Mil","0,843","0,163"
2013,2903706,Boa Nova - BA,"-2,791","36,1 Mil",R$ 108 Milhões,"R$ 2,99 Mil","0,999","0,068"
2013,4101408,Apucarana - PR,"1,77","36,1 Mil","R$ 51,1 Milhões","R$ 1,42 Mil","0,774","0,166"
2013,3300407,Barra Mansa - RJ,"1,767","35,9 Mil","R$ 57,9 Milhões","R$ 1,61 Mil","0,826","0,148"
2013,2304285,Eusébio - CE,"2,628","35,9 Mil","R$ 52,8 Milhões","R$ 1,47 Mil","0,822","0,073"
2013,3522307,Itapetininga - SP,"1,181","35,7 Mil","R$ 53,6 Milhões","R$ 1,5 Mil","0,809","0,22"
2013,2930709,Simões Filho - BA,"2,689","35,6 Mil","R$ 63,9 Milhões","R$ 1,79 Mil","0,802","0,056"
2013,3302007,Itaguaí - RJ,"2,069","35,6 Mil","R$ 82,9 Milhões","R$ 2,33 Mil","0,925","0,084"
2013,5107909,Sinop - MT,"1,346","35,4 Mil","R$ 60,1 Milhões","R$ 1,7 Mil","0,795","0,21"
2013,4311403,Lajeado - RS,"1,84","35,3 Mil","R$ 57,1 Milhões","R$ 1,62 Mil","0,815","0,144"
2013,3300456,Belford Roxo - RJ,"1,577",35 Mil,"R$ 54,1 Milhões","R$ 1,55 Mil","0,895","0,118"
2013,2303709,Caucaia - CE,"1,712","34,6 Mil","R$ 46,1 Milhões","R$ 1,33 Mil","0,823","0,145"
2013,2700300,Arapiraca - AL,"1,36","34,5 Mil","R$ 39,2 Milhões","R$ 1,14 Mil","0,828","0,185"
2013,3201506,Colatina - ES,"1,289","34,5 Mil","R$ 51,2 Milhões","R$ 1,48 Mil","0,848","0,178"
2013,2918407,Juazeiro - BA,"1,068","34,1 Mil","R$ 49,7 Milhões","R$ 1,46 Mil","0,864","0,179"
2013,3538006,Pindamonhangaba - SP,"2,693","34,1 Mil","R$ 80,5 Milhões","R$ 2,37 Mil","0,875","0,052"
2013,3539806,Poá - SP,"2,474","33,9 Mil","R$ 55,6 Milhões","R$ 1,64 Mil","0,855","0,077"
2013,3505500,Barretos - SP,"1,206",33 Mil,"R$ 55,5 Milhões","R$ 1,68 Mil","0,853","0,182"
2013,3529302,Matão - SP,"2,23","32,4 Mil",R$ 65 Milhões,R$ 2 Mil,"0,885","0,084"
2013,3524709,Jaguariúna - SP,"2,706","32,3 Mil","R$ 80,9 Milhões","R$ 2,5 Mil","0,889","0,056"
2013,3554003,Tatuí - SP,"1,812","32,2 Mil","R$ 61,1 Milhões","R$ 1,9 Mil","0,841","0,127"
2013,2913606,Ilhéus - BA,"1,482",32 Mil,"R$ 61,9 Milhões","R$ 1,93 Mil","0,892","0,128"
2013,1502400,Castanhal - PA,"1,311","31,7 Mil","R$ 39,4 Milhões","R$ 1,24 Mil","0,814","0,201"
2013,3518404,Guaratinguetá - SP,"1,896","31,4 Mil","R$ 67,6 Milhões","R$ 2,15 Mil","0,866","0,119"
2013,4128104,Umuarama - PR,"1,484","30,5 Mil","R$ 45,4 Milhões","R$ 1,49 Mil","0,784","0,199"
2013,3545209,Salto - SP,"2,486","30,2 Mil","R$ 60,5 Milhões",R$ 2 Mil,"0,784","0,069"
2013,4104204,Campo Largo - PR,"1,919","29,6 Mil","R$ 52,1 Milhões","R$ 1,76 Mil","0,798","0,131"
2013,3530805,Moji-Mirim - SP,"1,987","29,4 Mil","R$ 63,9 Milhões","R$ 2,17 Mil","0,826","0,112"
