Ano,ID IBGE,Localidade,ICE-R - Emprego,Empregos,Massa Salarial,Renda Mensal Média,Distância média,Ganho de oportunidade médio
2016,4305108,Caxias do Sul - RS,"2,888",156 Mil,R$ 435 Milhões,"R$ 2,79 Mil","0,719","0,012"
2016,4115200,Maringá - PR,"2,147",154 Mil,R$ 386 Milhões,"R$ 2,5 Mil","0,686","0,146"
2016,3136702,Juiz de Fora - MG,"2,191",144 Mil,R$ 312 Milhões,"R$ 2,17 Mil","0,791","0,119"
2016,3549805,São José do Rio Preto - SP,"2,096",133 Mil,R$ 333 Milhões,"R$ 2,5 Mil","0,679","0,158"
2016,4202404,Blumenau - SC,"2,727",130 Mil,R$ 361 Milhões,"R$ 2,78 Mil","0,708","0,051"
2016,1721000,Palmas - TO,"2,685",128 Mil,R$ 435 Milhões,"R$ 3,4 Mil","0,948","0,065"
2016,3302403,Macaé - RJ,"3,093",127 Mil,R$ 735 Milhões,"R$ 5,79 Mil","0,924","0,047"
2016,3538709,Piracicaba - SP,"2,637",125 Mil,R$ 375 Milhões,"R$ 3,01 Mil","0,73","0,051"
2016,3205002,Serra - ES,"2,702",123 Mil,R$ 287 Milhões,"R$ 2,34 Mil","0,774","0,062"
2016,3506003,Bauru - SP,"2,217",121 Mil,R$ 302 Milhões,"R$ 2,5 Mil","0,773","0,11"
2016,2910800,Feira de Santana - BA,"1,856",116 Mil,R$ 210 Milhões,"R$ 1,81 Mil","0,734","0,176"
2016,3304904,São Gonçalo - RJ,"1,969",115 Mil,R$ 217 Milhões,"R$ 1,88 Mil","0,808","0,135"
2016,2919207,Lauro de Freitas - BA,"2,649",114 Mil,R$ 185 Milhões,"R$ 1,62 Mil","0,784","0,073"
2016,2607901,Jaboatão Dos Guararapes - PE,"2,289",111 Mil,R$ 201 Milhões,"R$ 1,8 Mil","0,754","0,109"
2016,1600303,Macapá - AP,"1,539",107 Mil,R$ 288 Milhões,"R$ 2,68 Mil","0,925","0,11"
2016,5201405,Aparecida de Goiânia - GO,"2,301",106 Mil,R$ 201 Milhões,"R$ 1,9 Mil","0,736","0,111"
2016,3548807,São Caetano do Sul - SP,"3,141",102 Mil,R$ 310 Milhões,"R$ 3,06 Mil","0,785","0,009"
2016,2504009,Campina Grande - PB,"2,221",101 Mil,R$ 203 Milhões,"R$ 2,01 Mil","0,852","0,097"
2016,4216602,São José - SC,"2,281",101 Mil,R$ 215 Milhões,"R$ 2,12 Mil","0,739","0,116"
2016,3106705,Betim - MG,"3,353",101 Mil,R$ 302 Milhões,R$ 3 Mil,"0,834","0,006"
2016,3303500,Nova Iguaçu - RJ,"1,751",101 Mil,R$ 190 Milhões,"R$ 1,88 Mil","0,809","0,157"
2016,4104808,Cascavel - PR,"1,876","99,3 Mil",R$ 234 Milhões,"R$ 2,36 Mil","0,725","0,178"
2016,1200401,Rio Branco - AC,"1,698","98,4 Mil",R$ 286 Milhões,"R$ 2,91 Mil","0,93","0,098"
2016,3530607,Mogi Das Cruzes - SP,"2,308","98,3 Mil",R$ 233 Milhões,"R$ 2,38 Mil","0,753","0,099"
2016,3205200,Vila Velha - ES,"1,928","96,7 Mil",R$ 187 Milhões,"R$ 1,94 Mil","0,758","0,165"
2016,5201108,Anápolis - GO,"2,15","92,7 Mil",R$ 214 Milhões,"R$ 2,31 Mil","0,776","0,121"
2016,3513801,Diadema - SP,"3,325",92 Mil,R$ 270 Milhões,"R$ 2,93 Mil","0,72","-0,033"
2016,3301009,Campos Dos Goytacazes - RJ,"1,499","90,3 Mil",R$ 214 Milhões,"R$ 2,37 Mil","0,848","0,161"
2016,4125506,São José Dos Pinhais - PR,"3,168","88,2 Mil",R$ 266 Milhões,"R$ 3,01 Mil","0,742","-0,01"
2016,3170107,Uberaba - MG,"1,68","86,8 Mil",R$ 208 Milhões,"R$ 2,4 Mil","0,771","0,185"
2016,4119905,Ponta Grossa - PR,"1,812","85,2 Mil",R$ 210 Milhões,"R$ 2,47 Mil","0,754","0,165"
2016,3516200,Franca - SP,"2,035","84,7 Mil",R$ 171 Milhões,"R$ 2,02 Mil","0,745","0,139"
2016,1400100,Boa Vista - RR,"1,502","84,6 Mil",R$ 263 Milhões,"R$ 3,1 Mil","0,931","0,107"
2016,3143302,Montes Claros - MG,"1,727","83,8 Mil",R$ 164 Milhões,"R$ 1,95 Mil","0,795","0,162"
2016,3526902,Limeira - SP,"2,52","81,3 Mil",R$ 215 Milhões,"R$ 2,65 Mil","0,742","0,068"
2016,4208203,Itajaí - SC,"2,467","80,5 Mil",R$ 221 Milhões,"R$ 2,74 Mil","0,754","0,093"
2016,4304606,Canoas - RS,"2,522","79,3 Mil",R$ 220 Milhões,"R$ 2,78 Mil","0,768","0,077"
2016,2609600,Olinda - PE,"2,179","79,2 Mil",R$ 124 Milhões,"R$ 1,57 Mil","0,823","0,115"
2016,3554102,Taubaté - SP,"2,448","78,4 Mil",R$ 223 Milhões,"R$ 2,84 Mil","0,819","0,071"
2016,2604106,Caruaru - PE,"1,665","76,8 Mil",R$ 115 Milhões,"R$ 1,5 Mil","0,788","0,179"
2016,4204202,Chapecó - SC,"2,064","76,3 Mil",R$ 185 Milhões,"R$ 2,43 Mil","0,755","0,136"
2016,4313409,Novo Hamburgo - RS,"2,459","75,9 Mil",R$ 176 Milhões,"R$ 2,32 Mil","0,69","0,083"
2016,4314407,Pelotas - RS,"1,694","74,5 Mil",R$ 210 Milhões,"R$ 2,81 Mil","0,836","0,148"
2016,3503208,Araraquara - SP,"2,346",74 Mil,R$ 174 Milhões,"R$ 2,35 Mil","0,766","0,096"
2016,3548906,São Carlos - SP,"2,631","73,8 Mil",R$ 218 Milhões,"R$ 2,95 Mil","0,807","0,06"
2016,3513009,Cotia - SP,"2,959",73 Mil,R$ 216 Milhões,"R$ 2,95 Mil","0,733","0,021"
2016,3501608,Americana - SP,"2,574","72,9 Mil",R$ 189 Milhões,"R$ 2,59 Mil","0,706","0,071"
2016,3520509,Indaiatuba - SP,"2,999","72,8 Mil",R$ 229 Milhões,"R$ 3,15 Mil","0,711","-0,002"
2016,2905701,Camaçari - BA,"3,035","70,4 Mil",R$ 247 Milhões,"R$ 3,51 Mil","0,852","0,033"
2016,3306305,Volta Redonda - RJ,"1,975","69,8 Mil",R$ 139 Milhões,"R$ 1,99 Mil","0,828","0,133"
2016,3303906,Petrópolis - RJ,"1,94","69,1 Mil",R$ 143 Milhões,"R$ 2,07 Mil","0,771","0,15"
2016,4316907,Santa Maria - RS,"2,027","68,1 Mil",R$ 203 Milhões,"R$ 2,98 Mil","0,856","0,112"
2016,3541406,Presidente Prudente - SP,"1,774","67,6 Mil",R$ 153 Milhões,"R$ 2,26 Mil","0,747","0,178"
2016,2933307,Vitória da Conquista - BA,"1,475","66,8 Mil",R$ 118 Milhões,"R$ 1,76 Mil","0,791","0,197"
2016,4204608,Criciúma - SC,"2,208","66,5 Mil",R$ 157 Milhões,"R$ 2,36 Mil","0,764","0,11"
2016,3529005,Marília - SP,"1,892","66,3 Mil",R$ 153 Milhões,"R$ 2,3 Mil","0,802","0,138"
2016,2611101,Petrolina - PE,"1,334","65,6 Mil",R$ 124 Milhões,"R$ 1,9 Mil","0,849","0,171"
2016,4208906,Jaraguá do Sul - SC,"2,691","64,8 Mil",R$ 184 Milhões,"R$ 2,84 Mil","0,809","0,06"
2016,3529401,Mauá - SP,"3,096","64,5 Mil",R$ 182 Milhões,"R$ 2,83 Mil","0,774","0,009"
2016,1500800,Ananindeua - PA,"1,77","63,5 Mil",R$ 111 Milhões,"R$ 1,74 Mil","0,805","0,153"
2016,5003702,Dourados - MS,"1,291","63,1 Mil",R$ 150 Milhões,"R$ 2,37 Mil","0,846","0,179"
2016,3131307,Ipatinga - MG,"1,897","63,1 Mil",R$ 130 Milhões,"R$ 2,06 Mil","0,823","0,131"
2016,3543907,Rio Claro - SP,"2,42","61,3 Mil",R$ 160 Milhões,"R$ 2,61 Mil","0,778","0,083"
2016,4108304,Foz do Iguaçu - PR,"1,824",61 Mil,R$ 151 Milhões,"R$ 2,47 Mil","0,816","0,152"
2016,3552809,Taboão da Serra - SP,"2,675","60,7 Mil",R$ 140 Milhões,"R$ 2,31 Mil","0,785","0,055"
2016,4314100,Passo Fundo - RS,"1,569","59,1 Mil",R$ 149 Milhões,"R$ 2,52 Mil","0,788","0,181"
2016,2408003,Mossoró - RN,"1,945","59,1 Mil",R$ 128 Milhões,"R$ 2,16 Mil","0,817","0,14"
2016,3547304,Santana de Parnaíba - SP,"2,978","59,1 Mil",R$ 163 Milhões,"R$ 2,76 Mil","0,739","0,024"
2016,3127701,Governador Valadares - MG,"1,617","58,4 Mil",R$ 107 Milhões,"R$ 1,83 Mil","0,758","0,199"
2016,4318705,São Leopoldo - RS,"2,827","57,3 Mil",R$ 160 Milhões,"R$ 2,78 Mil","0,818","0,041"
2016,3305109,São João de Meriti - RJ,"1,713","56,9 Mil","R$ 98,8 Milhões","R$ 1,73 Mil","0,839","0,14"
2016,3122306,Divinópolis - MG,"2,046","56,8 Mil",R$ 106 Milhões,"R$ 1,87 Mil","0,724","0,146"
2016,2307650,Maracanaú - CE,"2,343","55,2 Mil","R$ 99,2 Milhões","R$ 1,8 Mil","0,778","0,097"
2016,5218805,Rio Verde - GO,"1,465","55,1 Mil",R$ 125 Milhões,"R$ 2,28 Mil","0,818","0,176"
2016,5107602,Rondonópolis - MT,"1,432","54,5 Mil",R$ 125 Milhões,"R$ 2,29 Mil","0,791","0,199"
2016,3552403,Sumaré - SP,"3,019","54,3 Mil",R$ 188 Milhões,"R$ 3,45 Mil","0,821","0,028"
2016,3502804,Araçatuba - SP,"1,83",54 Mil,R$ 123 Milhões,"R$ 2,27 Mil","0,768","0,164"
2016,3552502,Suzano - SP,"2,357","53,7 Mil",R$ 142 Milhões,"R$ 2,64 Mil","0,801","0,086"
2016,3167202,Sete Lagoas - MG,"1,976",53 Mil,R$ 106 Milhões,"R$ 1,99 Mil","0,771","0,141"
2016,3523909,Itu - SP,"2,566","52,7 Mil",R$ 137 Milhões,"R$ 2,6 Mil","0,756","0,064"
2016,3201308,Cariacica - ES,"1,807",52 Mil,"R$ 99,7 Milhões","R$ 1,92 Mil","0,798","0,155"
2016,4309209,Gravataí - RS,"2,827",51 Mil,R$ 136 Milhões,"R$ 2,66 Mil","0,823","0,039"
2016,2105302,Imperatriz - MA,"1,504","50,3 Mil","R$ 84,8 Milhões","R$ 1,69 Mil","0,78","0,194"
2016,3518701,Guarujá - SP,"1,501","50,1 Mil",R$ 135 Milhões,"R$ 2,69 Mil","0,89","0,13"
2016,4315602,Rio Grande - RS,"1,805","50,1 Mil",R$ 152 Milhões,"R$ 3,03 Mil","0,889","0,111"
2016,3151800,Poços de Caldas - MG,"1,856","49,6 Mil",R$ 105 Milhões,"R$ 2,12 Mil","0,778","0,153"
2016,3303401,Nova Friburgo - RJ,"1,499","49,1 Mil","R$ 80,7 Milhões","R$ 1,64 Mil","0,801","0,186"
2016,3524402,Jacareí - SP,"2,719","48,7 Mil",R$ 137 Milhões,"R$ 2,81 Mil","0,825","0,051"
2016,2307304,Juazeiro do Norte - CE,"1,621","48,2 Mil","R$ 75,3 Milhões","R$ 1,56 Mil","0,808","0,168"
2016,3541000,Praia Grande - SP,"1,336","47,6 Mil",R$ 106 Milhões,"R$ 2,23 Mil","0,873","0,151"
2016,1505536,Parauapebas - PA,"2,238","47,4 Mil",R$ 145 Milhões,"R$ 3,07 Mil","0,902","0,079"
2016,3545803,Santa Bárbara D'oeste - SP,"2,581",47 Mil,R$ 115 Milhões,"R$ 2,45 Mil","0,787","0,059"
2016,4202909,Brusque - SC,"2,337","46,8 Mil",R$ 110 Milhões,"R$ 2,34 Mil","0,791","0,097"
2016,4202008,Balneário Camboriú - SC,"1,858","46,5 Mil",R$ 102 Milhões,"R$ 2,2 Mil","0,813","0,147"
2016,3519071,Hortolândia - SP,"3,363","46,3 Mil",R$ 192 Milhões,"R$ 4,14 Mil","0,882","0,02"
2016,4127700,Toledo - PR,"1,772",46 Mil,R$ 105 Milhões,"R$ 2,28 Mil","0,804","0,149"
2016,3201209,Cachoeiro de Itapemirim - ES,"1,577","45,8 Mil","R$ 88,9 Milhões","R$ 1,94 Mil","0,81","0,164"
2016,3152501,Pouso Alegre - MG,"2,002","45,6 Mil",R$ 103 Milhões,"R$ 2,26 Mil","0,8","0,126"
2016,2312908,Sobral - CE,"1,436","44,7 Mil","R$ 80,7 Milhões","R$ 1,81 Mil","0,884","0,139"
2016,5108402,Várzea Grande - MT,"1,706","44,4 Mil","R$ 98,3 Milhões","R$ 2,21 Mil","0,792","0,172"
2016,3300704,Cabo Frio - RJ,"1,36","44,1 Mil","R$ 55,2 Milhões","R$ 1,25 Mil","0,833","0,186"
2016,3556206,Valinhos - SP,"2,807","43,7 Mil",R$ 129 Milhões,"R$ 2,96 Mil","0,728","0,042"
2016,3507605,Bragança Paulista - SP,"2,043",43 Mil,"R$ 97,8 Milhões","R$ 2,27 Mil","0,763","0,132"
2016,4302105,Bento Gonçalves - RS,"2,54","42,9 Mil",R$ 127 Milhões,"R$ 2,97 Mil","0,81","0,071"
2016,1504208,Marabá - PA,"1,772","42,4 Mil","R$ 98,2 Milhões","R$ 2,31 Mil","0,833","0,132"
2016,3515004,Embu - SP,"2,532","42,4 Mil",R$ 103 Milhões,"R$ 2,43 Mil","0,839","0,071"
2016,1506807,Santarém - PA,"1,426","42,3 Mil","R$ 80,6 Milhões","R$ 1,91 Mil","0,831","0,175"
2016,4119152,Pinhais - PR,"2,982","42,1 Mil","R$ 99,8 Milhões","R$ 2,37 Mil","0,695","0,01"
2016,4109401,Guarapuava - PR,"1,406","41,9 Mil",R$ 104 Milhões,"R$ 2,47 Mil","0,824","0,176"
2016,4209300,Lages - SC,"1,678","41,9 Mil","R$ 81,9 Milhões","R$ 1,95 Mil","0,759","0,185"
2016,3144805,Nova Lima - MG,"2,901","41,7 Mil",R$ 147 Milhões,"R$ 3,52 Mil","0,866","0,048"
2016,4101804,Araucária - PR,"3,052","41,6 Mil",R$ 142 Milhões,"R$ 3,42 Mil","0,828","0,028"
2016,3203205,Linhares - ES,"1,396","41,4 Mil","R$ 82,1 Milhões","R$ 1,98 Mil","0,813","0,187"
2016,3551702,Sertãozinho - SP,"2,573","40,9 Mil",R$ 114 Milhões,"R$ 2,8 Mil","0,84","0,061"
2016,3536505,Paulínia - SP,"3,13","40,9 Mil",R$ 172 Milhões,"R$ 4,22 Mil","0,863","0,03"
2016,4316808,Santa Cruz do Sul - RS,"1,788","40,1 Mil",R$ 103 Milhões,"R$ 2,58 Mil","0,815","0,143"
2016,2403251,Parnamirim - RN,"1,756",40 Mil,R$ 74 Milhões,"R$ 1,85 Mil","0,842","0,14"
2016,2914802,Itabuna - BA,"1,615","39,9 Mil","R$ 68,7 Milhões","R$ 1,72 Mil","0,824","0,161"
2016,3170701,Varginha - MG,"2,069","39,7 Mil","R$ 78,5 Milhões","R$ 1,98 Mil","0,767","0,123"
2016,3523107,Itaquaquecetuba - SP,"2,999","39,7 Mil","R$ 91,2 Milhões","R$ 2,3 Mil","0,751","0,006"
2016,3148004,Patos de Minas - MG,"1,35","39,5 Mil","R$ 76,6 Milhões","R$ 1,94 Mil","0,763","0,226"
2016,3507506,Botucatu - SP,"1,813",39 Mil,R$ 109 Milhões,"R$ 2,81 Mil","0,853","0,124"
2016,3504107,Atibaia - SP,"2,309","38,9 Mil","R$ 96,2 Milhões","R$ 2,47 Mil","0,774","0,091"
2016,3525300,Jaú - SP,"1,946","38,7 Mil","R$ 78,4 Milhões","R$ 2,02 Mil","0,801","0,128"
2016,3509205,Cajamar - SP,"2,963","38,3 Mil",R$ 120 Milhões,"R$ 3,13 Mil","0,827","0,034"
2016,2304285,Eusébio - CE,"2,706","38,3 Mil","R$ 68,2 Milhões","R$ 1,78 Mil","0,811","0,068"
2016,4118204,Paranaguá - PR,"1,731","38,1 Mil","R$ 99,3 Milhões","R$ 2,61 Mil","0,867","0,13"
2016,3530706,Mogi Guaçu - SP,"2,045","37,8 Mil","R$ 97,6 Milhões","R$ 2,58 Mil","0,789","0,114"
2016,5008305,Três Lagoas - MS,"1,923","37,6 Mil","R$ 97,9 Milhões","R$ 2,6 Mil","0,856","0,11"
2016,4303103,Cachoeirinha - RS,"2,875","37,5 Mil","R$ 78,9 Milhões","R$ 2,1 Mil","0,745","0,029"
2016,4211900,Palhoça - SC,"1,941","37,3 Mil","R$ 78,6 Milhões","R$ 2,11 Mil","0,753","0,153"
2016,4218707,Tubarão - SC,"1,938","37,2 Mil","R$ 81,1 Milhões","R$ 2,18 Mil","0,762","0,148"
2016,4105805,Colombo - PR,"2,502","37,1 Mil","R$ 82,8 Milhões","R$ 2,23 Mil","0,744","0,077"
2016,2602902,Cabo de Santo Agostinho - PE,"2,516",37 Mil,"R$ 80,6 Milhões","R$ 2,18 Mil","0,844","0,068"
2016,3551009,São Vicente - SP,"1,437",37 Mil,"R$ 82,2 Milhões","R$ 2,22 Mil","0,849","0,162"
2016,3305802,Teresópolis - RJ,"1,528","36,9 Mil","R$ 71,1 Milhões","R$ 1,93 Mil","0,848","0,159"
2016,2700300,Arapiraca - AL,"1,485","36,8 Mil","R$ 53,3 Milhões","R$ 1,45 Mil","0,818","0,181"
2016,3503307,Araras - SP,"2,196","36,4 Mil","R$ 90,9 Milhões","R$ 2,5 Mil","0,773","0,107"
2016,3300100,Angra Dos Reis - RJ,"1,838","36,1 Mil",R$ 125 Milhões,"R$ 3,45 Mil","0,926","0,096"
2016,3510609,Carapicuíba - SP,"2,065","35,5 Mil","R$ 74,5 Milhões","R$ 2,1 Mil","0,786","0,122"
2016,3522307,Itapetininga - SP,"1,239","35,4 Mil","R$ 67,6 Milhões","R$ 1,91 Mil","0,801","0,208"
2016,3556701,Vinhedo - SP,"2,916","35,2 Mil",R$ 105 Milhões,"R$ 2,98 Mil","0,817","0,03"
2016,5107909,Sinop - MT,"1,56","35,1 Mil","R$ 77,6 Milhões","R$ 2,21 Mil","0,762","0,203"
2016,4311403,Lajeado - RS,"1,939",35 Mil,R$ 76 Milhões,"R$ 2,17 Mil","0,802","0,137"
2016,3511102,Catanduva - SP,"1,864","34,9 Mil","R$ 80,2 Milhões","R$ 2,3 Mil","0,775","0,146"
2016,3522505,Itapevi - SP,"2,988","34,7 Mil",R$ 113 Milhões,"R$ 3,27 Mil","0,875","0,042"
2016,4307005,Erechim - RS,"2,03","34,4 Mil","R$ 75,5 Milhões","R$ 2,2 Mil","0,768","0,131"
2016,2918407,Juazeiro - BA,"1,035","34,1 Mil","R$ 62,7 Milhões","R$ 1,84 Mil","0,855","0,181"
2016,3524709,Jaguariúna - SP,"3,01",34 Mil,R$ 106 Milhões,"R$ 3,1 Mil","0,893","0,042"
2016,4101507,Arapongas - PR,"1,835","33,8 Mil","R$ 71,2 Milhões","R$ 2,11 Mil","0,801","0,145"
2016,3505500,Barretos - SP,"1,371","33,6 Mil","R$ 71,1 Milhões","R$ 2,12 Mil","0,85","0,16"
2016,3506508,Birigui - SP,"1,959","33,5 Mil","R$ 63,4 Milhões","R$ 1,89 Mil","0,822","0,118"
2016,3304201,Resende - RJ,"2,425","33,5 Mil",R$ 88 Milhões,"R$ 2,63 Mil","0,865","0,075"
2016,2303709,Caucaia - CE,"1,798","33,3 Mil",R$ 59 Milhões,"R$ 1,77 Mil","0,812","0,143"
2016,4101408,Apucarana - PR,"1,818","33,2 Mil","R$ 63,3 Milhões","R$ 1,9 Mil","0,766","0,163"
2016,3300456,Belford Roxo - RJ,"1,737","32,9 Mil","R$ 62,3 Milhões","R$ 1,89 Mil","0,874","0,119"
2016,3300407,Barra Mansa - RJ,"1,842","32,5 Mil","R$ 61,8 Milhões","R$ 1,9 Mil","0,817","0,14"
2016,3201506,Colatina - ES,"1,381","32,3 Mil",R$ 61 Milhões,"R$ 1,89 Mil","0,83","0,173"
2016,3523404,Itatiba - SP,"2,601","32,2 Mil","R$ 85,9 Milhões","R$ 2,67 Mil","0,75","0,058"
2016,2607208,Ipojuca - PE,"2,491","32,1 Mil","R$ 92,7 Milhões","R$ 2,89 Mil","0,933","0,068"
2016,1502400,Castanhal - PA,"1,391","31,5 Mil","R$ 50,4 Milhões","R$ 1,6 Mil","0,811","0,186"
2016,2913606,Ilhéus - BA,"1,481","31,3 Mil","R$ 73,1 Milhões","R$ 2,33 Mil","0,884","0,129"
2016,3131703,Itabira - MG,"1,727","31,3 Mil","R$ 77,1 Milhões","R$ 2,46 Mil","0,889","0,117"
2016,2610707,Paulista - PE,"1,556","30,8 Mil","R$ 51,5 Milhões","R$ 1,68 Mil","0,824","0,159"
2016,3529302,Matão - SP,"2,555","30,3 Mil","R$ 77,2 Milhões","R$ 2,55 Mil","0,89","0,062"
2016,3518404,Guaratinguetá - SP,"1,953","30,3 Mil","R$ 79,7 Milhões","R$ 2,63 Mil","0,848","0,12"
2016,3538006,Pindamonhangaba - SP,"2,292","30,1 Mil","R$ 80,1 Milhões","R$ 2,66 Mil","0,83","0,083"
2016,2930709,Simões Filho - BA,"2,808",30 Mil,"R$ 67,4 Milhões","R$ 2,24 Mil","0,798","0,053"
2016,3104007,Araxá - MG,"1,342","29,4 Mil","R$ 66,6 Milhões","R$ 2,27 Mil","0,843","0,173"
2016,4128104,Umuarama - PR,"1,465","29,3 Mil","R$ 56,3 Milhões","R$ 1,92 Mil","0,789","0,192"
2016,3513504,Cubatão - SP,"2,61","29,1 Mil",R$ 121 Milhões,"R$ 4,17 Mil","0,923","0,068"
2016,1702109,Araguaína - TO,"1,453","28,8 Mil","R$ 54,9 Milhões","R$ 1,91 Mil","0,809","0,182"
2016,3554003,Tatuí - SP,"1,603","28,7 Mil","R$ 65,8 Milhões","R$ 2,29 Mil","0,851","0,137"
2016,4104204,Campo Largo - PR,"2,068","28,7 Mil","R$ 63,7 Milhões","R$ 2,22 Mil","0,771","0,123"
2016,3545209,Salto - SP,"2,674","28,7 Mil",R$ 74 Milhões,"R$ 2,58 Mil","0,796","0,052"
2016,3302007,Itaguaí - RJ,"2,156","28,6 Mil","R$ 88,8 Milhões","R$ 3,1 Mil","0,927","0,078"
2016,5211503,Itumbiara - GO,"1,439","28,4 Mil","R$ 58,9 Milhões","R$ 2,08 Mil","0,841","0,16"
2016,3301900,Itaboraí - RJ,"1,593",28 Mil,"R$ 53,2 Milhões","R$ 1,9 Mil","0,842","0,148"
2016,4215802,São Bento do Sul - SC,"2,294","27,7 Mil","R$ 62,8 Milhões","R$ 2,26 Mil","0,847","0,084"
2016,3539806,Poá - SP,"2,246","27,6 Mil","R$ 55,8 Milhões","R$ 2,02 Mil","0,837","0,094"
