Ano,ID IBGE,Localidade,ICE-R - Emprego,Empregos,Massa Salarial,Renda Mensal Média,Distância média,Ganho de oportunidade médio
2018,3136702,Juiz de Fora - MG,"2,226",144 Mil,R$ 346 Milhões,"R$ 2,4 Mil","0,788","0,11"
2018,3549805,São José do Rio Preto - SP,"2,151",139 Mil,R$ 369 Milhões,"R$ 2,66 Mil","0,674","0,14"
2018,1721000,Palmas - TO,"2,705",132 Mil,R$ 498 Milhões,"R$ 3,77 Mil","0,955","0,064"
2018,4202404,Blumenau - SC,"2,801",132 Mil,R$ 389 Milhões,"R$ 2,94 Mil","0,705","0,042"
2018,3506003,Bauru - SP,"2,165",125 Mil,R$ 334 Milhões,"R$ 2,67 Mil","0,777","0,115"
2018,3205002,Serra - ES,"2,758",125 Mil,R$ 304 Milhões,"R$ 2,44 Mil","0,772","0,053"
2018,3538709,Piracicaba - SP,"2,562",123 Mil,R$ 402 Milhões,"R$ 3,27 Mil","0,731","0,063"
2018,2910800,Feira de Santana - BA,"1,893",117 Mil,R$ 226 Milhões,"R$ 1,93 Mil","0,708","0,175"
2018,3302403,Macaé - RJ,"3,02",117 Mil,R$ 699 Milhões,R$ 6 Mil,"0,922","0,049"
2018,2919207,Lauro de Freitas - BA,"2,55",110 Mil,R$ 191 Milhões,"R$ 1,74 Mil","0,788","0,085"
2018,5201405,Aparecida de Goiânia - GO,"2,295",109 Mil,R$ 227 Milhões,"R$ 2,08 Mil","0,74","0,109"
2018,1600303,Macapá - AP,"1,798",109 Mil,R$ 450 Milhões,"R$ 4,13 Mil","0,956","0,082"
2018,3304904,São Gonçalo - RJ,"1,922",107 Mil,R$ 215 Milhões,"R$ 2,01 Mil","0,82","0,132"
2018,2607901,Jaboatão Dos Guararapes - PE,"2,248",107 Mil,R$ 214 Milhões,R$ 2 Mil,"0,755","0,107"
2018,3548807,São Caetano do Sul - SP,"2,998",106 Mil,R$ 325 Milhões,"R$ 3,07 Mil","0,778","0,022"
2018,3106705,Betim - MG,"3,298",104 Mil,R$ 318 Milhões,"R$ 3,04 Mil","0,834","0,009"
2018,4104808,Cascavel - PR,"1,909",102 Mil,R$ 262 Milhões,"R$ 2,56 Mil","0,728","0,168"
2018,3530607,Mogi Das Cruzes - SP,"2,273",102 Mil,R$ 256 Milhões,"R$ 2,52 Mil","0,753","0,105"
2018,2504009,Campina Grande - PB,"1,943",100 Mil,R$ 220 Milhões,"R$ 2,19 Mil","0,866","0,111"
2018,4216602,São José - SC,"2,252","99,1 Mil",R$ 233 Milhões,"R$ 2,35 Mil","0,743","0,116"
2018,3303500,Nova Iguaçu - RJ,"1,674","97,1 Mil",R$ 199 Milhões,"R$ 2,05 Mil","0,821","0,154"
2018,5201108,Anápolis - GO,"2,223",97 Mil,R$ 249 Milhões,"R$ 2,56 Mil","0,79","0,105"
2018,3205200,Vila Velha - ES,"2,069",97 Mil,R$ 207 Milhões,"R$ 2,13 Mil","0,749","0,145"
2018,1200401,Rio Branco - AC,"1,452","94,6 Mil",R$ 318 Milhões,"R$ 3,36 Mil","0,916","0,113"
2018,4125506,São José Dos Pinhais - PR,"3,167","91,9 Mil",R$ 298 Milhões,"R$ 3,24 Mil","0,726","-0,011"
2018,3170107,Uberaba - MG,"1,73","88,3 Mil",R$ 234 Milhões,"R$ 2,65 Mil","0,785","0,166"
2018,3513801,Diadema - SP,"3,38","88,3 Mil",R$ 279 Milhões,"R$ 3,16 Mil","0,718","-0,041"
2018,4119905,Ponta Grossa - PR,"1,791","87,9 Mil",R$ 235 Milhões,"R$ 2,68 Mil","0,761","0,16"
2018,1400100,Boa Vista - RR,"1,674","86,8 Mil",R$ 304 Milhões,"R$ 3,49 Mil","0,925","0,101"
2018,3143302,Montes Claros - MG,"1,473","86,5 Mil",R$ 185 Milhões,"R$ 2,13 Mil","0,815","0,175"
2018,3516200,Franca - SP,"1,98","84,7 Mil",R$ 186 Milhões,"R$ 2,19 Mil","0,741","0,142"
2018,3301009,Campos Dos Goytacazes - RJ,"1,5","84,4 Mil",R$ 218 Milhões,"R$ 2,58 Mil","0,854","0,15"
2018,4208203,Itajaí - SC,"2,491","84,3 Mil",R$ 242 Milhões,"R$ 2,88 Mil","0,74","0,088"
2018,4304606,Canoas - RS,"2,492","83,3 Mil",R$ 256 Milhões,"R$ 3,07 Mil","0,782","0,079"
2018,3526902,Limeira - SP,"2,619","81,9 Mil",R$ 233 Milhões,"R$ 2,84 Mil","0,738","0,051"
2018,3554102,Taubaté - SP,"2,595","79,9 Mil",R$ 231 Milhões,"R$ 2,9 Mil","0,805","0,055"
2018,4204202,Chapecó - SC,"2,147","79,7 Mil",R$ 218 Milhões,"R$ 2,74 Mil","0,761","0,12"
2018,4314407,Pelotas - RS,"1,749","74,7 Mil",R$ 223 Milhões,"R$ 2,99 Mil","0,838","0,135"
2018,3520509,Indaiatuba - SP,"3,003","74,7 Mil",R$ 249 Milhões,"R$ 3,34 Mil","0,711","-0,003"
2018,2609600,Olinda - PE,"2,198","74,2 Mil",R$ 127 Milhões,"R$ 1,71 Mil","0,822","0,114"
2018,3548906,São Carlos - SP,"2,752","74,2 Mil",R$ 244 Milhões,"R$ 3,29 Mil","0,808","0,046"
2018,3503208,Araraquara - SP,"2,2","73,9 Mil",R$ 191 Milhões,"R$ 2,59 Mil","0,767","0,108"
2018,2905701,Camaçari - BA,"3,029","73,6 Mil",R$ 265 Milhões,"R$ 3,6 Mil","0,849","0,035"
2018,3513009,Cotia - SP,"2,904","73,4 Mil",R$ 232 Milhões,"R$ 3,15 Mil","0,737","0,029"
2018,2604106,Caruaru - PE,"1,698","73,1 Mil",R$ 127 Milhões,"R$ 1,74 Mil","0,786","0,171"
2018,4313409,Novo Hamburgo - RS,"2,529","71,7 Mil",R$ 184 Milhões,"R$ 2,57 Mil","0,689","0,074"
2018,3306305,Volta Redonda - RJ,"1,853","71,6 Mil",R$ 152 Milhões,"R$ 2,12 Mil","0,819","0,138"
2018,3501608,Americana - SP,"2,637","71,5 Mil",R$ 197 Milhões,"R$ 2,75 Mil","0,696","0,06"
2018,2933307,Vitória da Conquista - BA,"1,48","70,9 Mil",R$ 144 Milhões,"R$ 2,03 Mil","0,801","0,182"
2018,2611101,Petrolina - PE,"1,331","70,2 Mil",R$ 148 Milhões,"R$ 2,11 Mil","0,851","0,166"
2018,3303906,Petrópolis - RJ,"1,915",70 Mil,R$ 158 Milhões,"R$ 2,26 Mil","0,794","0,14"
2018,4316907,Santa Maria - RS,"1,965",70 Mil,R$ 235 Milhões,"R$ 3,36 Mil","0,858","0,111"
2018,3529005,Marília - SP,"1,933","68,6 Mil",R$ 171 Milhões,"R$ 2,5 Mil","0,806","0,126"
2018,3131307,Ipatinga - MG,"1,988","67,7 Mil",R$ 154 Milhões,"R$ 2,27 Mil","0,852","0,109"
2018,4204608,Criciúma - SC,"2,36","67,3 Mil",R$ 173 Milhões,"R$ 2,56 Mil","0,726","0,095"
2018,1500800,Ananindeua - PA,"1,769","65,3 Mil",R$ 120 Milhões,"R$ 1,84 Mil","0,79","0,159"
2018,4208906,Jaraguá do Sul - SC,"2,779","65,2 Mil",R$ 198 Milhões,"R$ 3,03 Mil","0,786","0,048"
2018,3541406,Presidente Prudente - SP,"1,777",65 Mil,R$ 165 Milhões,"R$ 2,53 Mil","0,764","0,164"
2018,4108304,Foz do Iguaçu - PR,"1,855","64,9 Mil",R$ 173 Milhões,"R$ 2,67 Mil","0,816","0,144"
2018,3529401,Mauá - SP,"2,952","64,3 Mil",R$ 192 Milhões,"R$ 2,98 Mil","0,762","0,026"
2018,3552809,Taboão da Serra - SP,"2,464","63,7 Mil",R$ 160 Milhões,"R$ 2,52 Mil","0,808","0,071"
2018,3543907,Rio Claro - SP,"2,481","62,3 Mil",R$ 177 Milhões,"R$ 2,85 Mil","0,776","0,074"
2018,4314100,Passo Fundo - RS,"1,711","59,7 Mil",R$ 165 Milhões,"R$ 2,75 Mil","0,788","0,164"
2018,5218805,Rio Verde - GO,"1,407","58,8 Mil",R$ 142 Milhões,"R$ 2,41 Mil","0,841","0,161"
2018,5107602,Rondonópolis - MT,"1,347","58,8 Mil",R$ 143 Milhões,"R$ 2,43 Mil","0,8","0,195"
2018,2408003,Mossoró - RN,"1,907","58,4 Mil",R$ 141 Milhões,"R$ 2,41 Mil","0,826","0,136"
2018,3552502,Suzano - SP,"2,458","57,8 Mil",R$ 161 Milhões,"R$ 2,79 Mil","0,817","0,074"
2018,2105302,Imperatriz - MA,"1,518","57,3 Mil",R$ 113 Milhões,"R$ 1,98 Mil","0,792","0,18"
2018,5003702,Dourados - MS,"1,296","57,2 Mil",R$ 143 Milhões,"R$ 2,5 Mil","0,82","0,19"
2018,4318705,São Leopoldo - RS,"2,822","56,9 Mil",R$ 175 Milhões,"R$ 3,08 Mil","0,807","0,038"
2018,3552403,Sumaré - SP,"2,937","56,9 Mil",R$ 208 Milhões,"R$ 3,66 Mil","0,823","0,034"
2018,3122306,Divinópolis - MG,"2,165","56,8 Mil",R$ 115 Milhões,"R$ 2,02 Mil","0,718","0,127"
2018,2307650,Maracanaú - CE,"2,189","56,8 Mil",R$ 114 Milhões,"R$ 2,01 Mil","0,782","0,112"
2018,3167202,Sete Lagoas - MG,"2,026",56 Mil,R$ 122 Milhões,"R$ 2,18 Mil","0,788","0,13"
2018,3523909,Itu - SP,"2,583","55,1 Mil",R$ 150 Milhões,"R$ 2,72 Mil","0,772","0,061"
2018,3305109,São João de Meriti - RJ,"1,732","54,8 Mil",R$ 100 Milhões,"R$ 1,82 Mil","0,829","0,14"
2018,3127701,Governador Valadares - MG,"1,548","54,6 Mil",R$ 108 Milhões,"R$ 1,97 Mil","0,762","0,196"
2018,3547304,Santana de Parnaíba - SP,"3,038","54,4 Mil",R$ 157 Milhões,"R$ 2,89 Mil","0,764","0,021"
2018,3201308,Cariacica - ES,"1,878","54,2 Mil",R$ 112 Milhões,"R$ 2,06 Mil","0,807","0,14"
2018,4309209,Gravataí - RS,"2,789","53,5 Mil",R$ 151 Milhões,"R$ 2,82 Mil","0,819","0,039"
2018,3502804,Araçatuba - SP,"1,863","52,4 Mil",R$ 128 Milhões,"R$ 2,43 Mil","0,745","0,162"
2018,3303401,Nova Friburgo - RJ,"1,612","51,1 Mil","R$ 97,8 Milhões","R$ 1,92 Mil","0,811","0,164"
2018,4127700,Toledo - PR,"1,761","50,8 Mil",R$ 121 Milhões,"R$ 2,38 Mil","0,82","0,141"
2018,3541000,Praia Grande - SP,"1,391","49,7 Mil",R$ 124 Milhões,"R$ 2,49 Mil","0,867","0,148"
2018,2307304,Juazeiro do Norte - CE,"1,647","49,7 Mil","R$ 86,8 Milhões","R$ 1,75 Mil","0,82","0,154"
2018,3524402,Jacareí - SP,"2,67","49,3 Mil",R$ 154 Milhões,"R$ 3,13 Mil","0,84","0,056"
2018,3151800,Poços de Caldas - MG,"1,851","49,1 Mil",R$ 110 Milhões,"R$ 2,24 Mil","0,769","0,152"
2018,4202909,Brusque - SC,"2,441","48,9 Mil",R$ 126 Milhões,"R$ 2,58 Mil","0,797","0,08"
2018,4202008,Balneário Camboriú - SC,"1,885","48,9 Mil",R$ 121 Milhões,"R$ 2,47 Mil","0,798","0,144"
2018,3152501,Pouso Alegre - MG,"2,088","48,2 Mil",R$ 123 Milhões,"R$ 2,55 Mil","0,819","0,11"
2018,3518701,Guarujá - SP,"1,461","48,1 Mil",R$ 136 Milhões,"R$ 2,83 Mil","0,889","0,131"
2018,2312908,Sobral - CE,"1,473","47,8 Mil","R$ 98,3 Milhões","R$ 2,06 Mil","0,897","0,125"
2018,3144805,Nova Lima - MG,"2,783","47,6 Mil",R$ 170 Milhões,"R$ 3,58 Mil","0,838","0,054"
2018,5108402,Várzea Grande - MT,"1,538","47,4 Mil",R$ 111 Milhões,"R$ 2,35 Mil","0,798","0,178"
2018,1504208,Marabá - PA,"1,695","46,8 Mil",R$ 123 Milhões,"R$ 2,62 Mil","0,857","0,133"
2018,3556206,Valinhos - SP,"2,858","46,6 Mil",R$ 147 Milhões,"R$ 3,16 Mil","0,73","0,034"
2018,4315602,Rio Grande - RS,"1,922","45,3 Mil",R$ 146 Milhões,"R$ 3,22 Mil","0,898","0,097"
2018,3300704,Cabo Frio - RJ,"1,312","44,8 Mil","R$ 86,1 Milhões","R$ 1,92 Mil","0,86","0,161"
2018,3507605,Bragança Paulista - SP,"1,998","44,6 Mil",R$ 113 Milhões,"R$ 2,54 Mil","0,76","0,135"
2018,3515004,Embu - SP,"2,475","44,2 Mil",R$ 115 Milhões,"R$ 2,59 Mil","0,83","0,077"
2018,4302105,Bento Gonçalves - RS,"2,461","43,7 Mil",R$ 144 Milhões,"R$ 3,29 Mil","0,811","0,071"
2018,1505536,Parauapebas - PA,"2,028","43,7 Mil",R$ 133 Milhões,"R$ 3,04 Mil","0,894","0,091"
2018,4209300,Lages - SC,"1,725","43,6 Mil","R$ 95,5 Milhões","R$ 2,19 Mil","0,767","0,171"
2018,3519071,Hortolândia - SP,"3,281","43,2 Mil",R$ 180 Milhões,"R$ 4,16 Mil","0,867","0,019"
2018,3545803,Santa Bárbara D'oeste - SP,"2,587","43,2 Mil",R$ 114 Milhões,"R$ 2,64 Mil","0,785","0,063"
2018,3201209,Cachoeiro de Itapemirim - ES,"1,653","43,1 Mil","R$ 90,2 Milhões","R$ 2,09 Mil","0,804","0,158"
2018,4109401,Guarapuava - PR,"1,414","43,1 Mil",R$ 115 Milhões,"R$ 2,66 Mil","0,806","0,184"
2018,3203205,Linhares - ES,"1,475",43 Mil,"R$ 95,5 Milhões","R$ 2,22 Mil","0,818","0,173"
2018,1506807,Santarém - PA,"1,308","42,5 Mil","R$ 91,4 Milhões","R$ 2,15 Mil","0,83","0,177"
2018,3148004,Patos de Minas - MG,"1,279","42,2 Mil","R$ 90,2 Milhões","R$ 2,14 Mil","0,778","0,22"
2018,4119152,Pinhais - PR,"3,052",42 Mil,R$ 107 Milhões,"R$ 2,54 Mil","0,705","0,004"
2018,4101804,Araucária - PR,"3,14",42 Mil,R$ 148 Milhões,"R$ 3,52 Mil","0,819","0,015"
2018,4316808,Santa Cruz do Sul - RS,"1,828","41,8 Mil",R$ 116 Milhões,"R$ 2,76 Mil","0,812","0,139"
2018,4211900,Palhoça - SC,"2,099","41,8 Mil","R$ 95,4 Milhões","R$ 2,28 Mil","0,741","0,132"
2018,3536505,Paulínia - SP,"3,055","41,6 Mil",R$ 196 Milhões,"R$ 4,72 Mil","0,853","0,036"
2018,2914802,Itabuna - BA,"1,641","41,6 Mil","R$ 82,4 Milhões","R$ 1,98 Mil","0,831","0,152"
2018,3523107,Itaquaquecetuba - SP,"2,99","41,4 Mil",R$ 104 Milhões,"R$ 2,5 Mil","0,75","0,005"
2018,3507506,Botucatu - SP,"1,736","40,7 Mil",R$ 119 Milhões,"R$ 2,93 Mil","0,859","0,121"
2018,3170701,Varginha - MG,"1,999","40,5 Mil","R$ 84,6 Milhões","R$ 2,09 Mil","0,762","0,132"
2018,3551702,Sertãozinho - SP,"2,453","40,5 Mil",R$ 120 Milhões,"R$ 2,97 Mil","0,84","0,068"
2018,4118204,Paranaguá - PR,"1,811","40,1 Mil",R$ 112 Milhões,"R$ 2,78 Mil","0,868","0,121"
2018,2403251,Parnamirim - RN,"1,639","39,8 Mil","R$ 68,8 Milhões","R$ 1,73 Mil","0,806","0,168"
2018,3504107,Atibaia - SP,"2,379","39,2 Mil",R$ 102 Milhões,"R$ 2,59 Mil","0,771","0,081"
2018,3509205,Cajamar - SP,"2,988",39 Mil,R$ 125 Milhões,"R$ 3,2 Mil","0,846","0,034"
2018,4105805,Colombo - PR,"2,443",39 Mil,"R$ 92,5 Milhões","R$ 2,37 Mil","0,761","0,079"
2018,5107909,Sinop - MT,"1,555",39 Mil,"R$ 89,6 Milhões","R$ 2,3 Mil","0,76","0,199"
2018,3530706,Mogi Guaçu - SP,"1,952","38,9 Mil",R$ 104 Milhões,"R$ 2,66 Mil","0,781","0,126"
2018,2602902,Cabo de Santo Agostinho - PE,"2,569","38,8 Mil","R$ 90,6 Milhões","R$ 2,33 Mil","0,843","0,067"
2018,3525300,Jaú - SP,"1,981",38 Mil,"R$ 82,5 Milhões","R$ 2,17 Mil","0,794","0,122"
2018,2700300,Arapiraca - AL,"1,565","37,7 Mil","R$ 60,2 Milhões","R$ 1,59 Mil","0,82","0,166"
2018,3503307,Araras - SP,"2,362","37,7 Mil",R$ 103 Milhões,"R$ 2,73 Mil","0,782","0,085"
2018,2304285,Eusébio - CE,"2,571","37,7 Mil","R$ 74,1 Milhões","R$ 1,97 Mil","0,799","0,081"
2018,4218707,Tubarão - SC,"2,008","36,7 Mil",R$ 88 Milhões,"R$ 2,4 Mil","0,734","0,145"
2018,3522307,Itapetininga - SP,"1,113","36,3 Mil",R$ 76 Milhões,"R$ 2,09 Mil","0,811","0,209"
2018,2918407,Juazeiro - BA,"0,962","36,3 Mil","R$ 77,2 Milhões","R$ 2,13 Mil","0,861","0,18"
2018,3304201,Resende - RJ,"2,417","36,2 Mil",R$ 101 Milhões,"R$ 2,78 Mil","0,865","0,075"
2018,3511102,Catanduva - SP,"1,865","36,1 Mil","R$ 87,9 Milhões","R$ 2,44 Mil","0,778","0,14"
2018,2303709,Caucaia - CE,"1,683","35,9 Mil","R$ 67,7 Milhões","R$ 1,88 Mil","0,812","0,147"
2018,4311403,Lajeado - RS,"1,937","35,8 Mil","R$ 84,8 Milhões","R$ 2,37 Mil","0,801","0,131"
2018,4307005,Erechim - RS,"1,999","35,5 Mil","R$ 84,4 Milhões","R$ 2,38 Mil","0,761","0,138"
2018,3556701,Vinhedo - SP,"2,838","35,2 Mil",R$ 114 Milhões,"R$ 3,23 Mil","0,808","0,035"
2018,3305802,Teresópolis - RJ,"1,29","35,2 Mil","R$ 75,5 Milhões","R$ 2,14 Mil","0,861","0,168"
2018,5008305,Três Lagoas - MS,"1,741","35,2 Mil","R$ 99,1 Milhões","R$ 2,82 Mil","0,859","0,119"
2018,4101507,Arapongas - PR,"1,802","34,8 Mil",R$ 79 Milhões,"R$ 2,27 Mil","0,793","0,148"
2018,3551009,São Vicente - SP,"1,541","34,7 Mil","R$ 87,1 Milhões","R$ 2,51 Mil","0,856","0,144"
2018,3510609,Carapicuíba - SP,"2,049","34,5 Mil","R$ 77,6 Milhões","R$ 2,25 Mil","0,784","0,121"
2018,2607208,Ipojuca - PE,"2,268","34,3 Mil",R$ 102 Milhões,"R$ 2,96 Mil","0,934","0,072"
2018,3524709,Jaguariúna - SP,"2,98","34,3 Mil",R$ 116 Milhões,"R$ 3,38 Mil","0,905","0,044"
2018,3522505,Itapevi - SP,"3,041",34 Mil,R$ 133 Milhões,"R$ 3,89 Mil","0,875","0,034"
2018,2930709,Simões Filho - BA,"2,49","33,9 Mil","R$ 74,8 Milhões","R$ 2,21 Mil","0,813","0,08"
2018,4303103,Cachoeirinha - RS,"2,815","33,5 Mil","R$ 80,7 Milhões","R$ 2,41 Mil","0,737","0,034"
2018,3300100,Angra Dos Reis - RJ,"1,838","33,5 Mil",R$ 118 Milhões,"R$ 3,53 Mil","0,927","0,091"
2018,1702109,Araguaína - TO,"1,576","33,3 Mil","R$ 67,8 Milhões","R$ 2,04 Mil","0,822","0,158"
2018,4101408,Apucarana - PR,"1,793","33,1 Mil","R$ 70,3 Milhões","R$ 2,12 Mil","0,767","0,159"
2018,3523404,Itatiba - SP,"2,592","32,8 Mil","R$ 95,3 Milhões","R$ 2,9 Mil","0,758","0,056"
2018,3300456,Belford Roxo - RJ,"1,745","32,7 Mil","R$ 63,4 Milhões","R$ 1,94 Mil","0,872","0,112"
2018,3201506,Colatina - ES,"1,55","32,3 Mil","R$ 66,9 Milhões","R$ 2,07 Mil","0,814","0,163"
2018,3300407,Barra Mansa - RJ,"1,834","32,2 Mil",R$ 64 Milhões,"R$ 1,99 Mil","0,808","0,14"
2018,2913606,Ilhéus - BA,"1,382",32 Mil,"R$ 78,4 Milhões","R$ 2,45 Mil","0,886","0,129"
2018,3505500,Barretos - SP,"1,24",32 Mil,"R$ 78,4 Milhões","R$ 2,45 Mil","0,853","0,161"
2018,3506508,Birigui - SP,"1,793",32 Mil,"R$ 66,6 Milhões","R$ 2,08 Mil","0,825","0,13"
2018,2610707,Paulista - PE,"1,645","31,4 Mil",R$ 58 Milhões,"R$ 1,84 Mil","0,828","0,146"
2018,3538006,Pindamonhangaba - SP,"2,477","31,3 Mil","R$ 95,4 Milhões","R$ 3,05 Mil","0,839","0,065"
2018,1502400,Castanhal - PA,"1,077","31,3 Mil","R$ 55,9 Milhões","R$ 1,79 Mil","0,825","0,2"
2018,3518404,Guaratinguetá - SP,"1,847","31,1 Mil",R$ 88 Milhões,"R$ 2,83 Mil","0,862","0,119"
2018,3545209,Salto - SP,"2,79","31,1 Mil","R$ 87,9 Milhões","R$ 2,83 Mil","0,788","0,04"
2018,3529302,Matão - SP,"2,249","30,5 Mil","R$ 83,7 Milhões","R$ 2,75 Mil","0,894","0,075"
2018,4128104,Umuarama - PR,"1,412","29,9 Mil",R$ 64 Milhões,"R$ 2,14 Mil","0,781","0,197"
2018,2903201,Barreiras - BA,"0,872","29,8 Mil","R$ 66,3 Milhões","R$ 2,23 Mil","0,838","0,212"
2018,3301900,Itaboraí - RJ,"1,728","29,4 Mil","R$ 61,3 Milhões","R$ 2,08 Mil","0,85","0,127"
2018,2925303,Porto Seguro - BA,"1,2","29,3 Mil","R$ 57,9 Milhões","R$ 1,97 Mil","0,872","0,161"
2018,3513504,Cubatão - SP,"2,281","29,2 Mil",R$ 121 Milhões,"R$ 4,16 Mil","0,928","0,075"
2018,3557105,Votuporanga - SP,"1,719","28,9 Mil",R$ 57 Milhões,"R$ 1,97 Mil","0,82","0,141"
2018,4118501,Pato Branco - PR,"2,006","28,9 Mil","R$ 74,1 Milhões","R$ 2,57 Mil","0,81","0,118"
2018,1100122,Ji-Paraná - RO,"1,471","28,7 Mil","R$ 54,6 Milhões","R$ 1,9 Mil","0,792","0,189"
2018,3554003,Tatuí - SP,"1,527","28,7 Mil","R$ 70,1 Milhões","R$ 2,44 Mil","0,844","0,143"
2018,4104204,Campo Largo - PR,"2,051","28,6 Mil","R$ 71,3 Milhões","R$ 2,5 Mil","0,772","0,126"
2018,4204301,Concórdia - SC,"1,579","28,6 Mil","R$ 69,4 Milhões","R$ 2,43 Mil","0,845","0,144"
