ano,popul,codigo_ibge
2017,11149,110175
2018,11028,110175
2019,11204,110175
2020,11377,110175
2021,11545,110175
2022,7806,110175
1992,9540,110180
1993,9883,110180
1994,10248,110180
1995,10604,110180
1996,9238,110180
1997,9271,110180
1998,9302,110180
1999,9330,110180
2000,9863,110180
2001,9958,110180
2002,10028,110180
2003,10105,110180
2004,10441,110180
2005,10354,110180
2006,10442,110180
2007,8742,110180
2008,9008,110180
2009,8913,110180
2010,8210,110180
2011,8083,110180
2012,7961,110180
2013,8425,110180
2014,8327,110180
2015,8231,110180
2016,8138,110180
2017,8047,110180
2018,6998,110180
2019,6825,110180
2020,6656,110180
2021,6490,110180
2022,6487,110180
1992,5688,120001
1993,5858,120001
1994,6036,120001
1995,6211,120001
1996,6308,120001
1997,6536,120001
1998,6730,120001
1999,6922,120001
2000,7935,120001
2001,8237,120001
2002,8454,120001
2003,8695,120001
2004,10668,120001
2005,11451,120001
2006,11786,120001
2007,11520,120001
2008,11987,120001
2009,12241,120001
2010,12538,120001
2011,12778,120001
2012,13011,120001
2013,13353,120001
2014,13613,120001
2015,13869,120001
2016,14120,120001
2017,14366,120001
2018,15020,120001
2019,15256,120001
2020,15490,120001
2021,15721,120001
2022,12707,120001
1991,2917,120005
1992,3017,120005
1993,3182,120005
1994,3302,120005
1995,3419,120005
1996,2918,120005
1997,2918,120005
1998,2918,120005
1999,2919,120005
2000,3490,120005
2001,3564,120005
2002,3611,120005
2003,3667,120005
2004,4852,120005
2005,5063,120005
2006,5153,120005
2007,5351,120005
2008,5559,120005
2009,5662,120005
2010,6072,120005
2011,6192,120005
2012,6308,120005
2013,6480,120005
2014,6610,120005
2015,6738,120005
2016,6863,120005
2017,6986,120005
2018,7300,120005
2019,7417,120005
2020,7534,120005
2021,7649,120005
2022,8157,120005
1991,20263,120010
1992,14353,120010
1993,14737,120010
1994,15076,120010
1995,15406,120010
1996,13955,120010
1997,13946,120010
1998,13938,120010
1999,13930,120010
2000,17013,120010
2001,17384,120010
2002,17649,120010
2003,17944,120010
2004,16940,120010
2005,17721,120010
2006,18056,120010
2007,19065,120010
2008,19829,120010
2009,20238,120010
2010,21398,120010
2011,21837,120010
2012,22261,120010
2013,22899,120010
2014,23378,120010
2015,23849,120010
2016,24311,120010
2017,24765,120010
2018,25848,120010
2019,26278,120010
2020,26702,120010
2021,27123,120010
2022,25786,120010
1992,3294,120013
1993,3401,120013
1994,3501,120013
1995,3599,120013
1996,4101,120013
1997,4392,120013
1998,4641,120013
1999,4888,120013
2000,5826,120013
2001,6154,120013
2002,6382,120013
2003,6641,120013
2004,7654,120013
2005,8423,120013
2006,8751,120013
2007,6543,120013
2008,6745,120013
2009,6772,120013
2010,8471,120013
2011,8629,120013
2012,8782,120013
2013,9003,120013
2014,9173,120013
2015,9339,120013
2016,9503,120013
2017,9664,120013
2018,10111,120013
2019,10266,120013
2020,10420,120013
2021,10572,120013
2022,11962,120013
1992,2367,120017
1993,2418,120017
1994,2465,120017
1995,2512,120017
1996,2903,120017
1997,3109,120017
1998,3286,120017
1999,3460,120017
2000,5206,120017
2001,5561,120017
2002,5814,120017
2003,6096,120017
2004,6287,120017
2005,7067,120017
2006,7403,120017
2007,8446,120017
2008,8897,120017
2009,9287,120017
2010,8798,120017
2011,9087,120017
2012,9368,120017
2013,9836,120017
2014,10170,120017
2015,10498,120017
2016,10820,120017
2017,11136,120017
2018,11456,120017
2019,11733,120017
2020,12008,120017
2021,12280,120017
2022,9737,120017
1991,66219,120020
1992,48901,120020
1993,49782,120020
1994,50674,120020
1995,51544,120020
1996,56705,120020
1997,58922,120020
1998,60817,120020
1999,62691,120020
2000,67441,120020
2001,69772,120020
2002,71571,120020
2003,73488,120020
2004,78785,120020
2005,84335,120020
2006,86725,120020
2007,73948,120020
2008,76392,120020
2009,77004,120020
2010,78507,120020
2011,79173,120020
2012,79819,120020
2013,80377,120020
2014,80953,120020
2015,81519,120020
2016,82075,120020
2017,82622,120020
2018,87673,120020
2019,88376,120020
2020,89072,120020
2021,89760,120020
2022,94345,120020
1992,7570,120025
1993,7725,120025
1994,7861,120025
1995,7993,120025
1996,9255,120025
1997,9663,120025
1998,10012,120025
1999,10357,120025
2000,11028,120025
2001,11460,120025
2002,11785,120025
2003,12137,120025
2004,12820,120025
2005,13782,120025
2006,14193,120025
2007,13434,120025
2008,13960,120025
2009,14224,120025
2010,15100,120025
2011,15394,120025
2012,15679,120025
2013,16099,120025
2014,16417,120025
2015,16731,120025
2016,17038,120025
2017,17340,120025
2018,18122,120025
2019,18411,120025
2020,18696,120025
2021,18979,120025
2022,18697,120025
1991,17769,120030
1992,17591,120030
1993,17463,120030
1994,17324,120030
1995,17188,120030
1996,22142,120030
1997,23232,120030
1998,24164,120030
1999,25086,120030
2000,27078,120030
2001,27834,120030
2002,28606,120030
2003,29480,120030
2004,35713,120030
2005,38241,120030
2006,39365,120030
2007,31288,120030
2008,32210,120030
2009,32261,120030
2010,32412,120030
2011,32487,120030
2012,32560,120030
2013,32411,120030
2014,32398,120030
2015,32385,120030
2016,32372,120030
2017,32360,120030
2018,34675,120030
2019,34780,120030
2020,34884,120030
2021,34986,120030
2022,35035,120030
1992,4203,120032
1993,4192,120032
1994,4184,120032
1995,4176,120032
1996,3977,120032
1997,3826,120032
1998,3697,120032
1999,3569,120032
2000,4454,120032
2001,4490,120032
2002,4505,120032
2003,4529,120032
2004,4564,120032
2005,4633,120032
2006,4662,120032
2007,6059,120032
2008,6333,120032
2009,6520,120032
2010,6577,120032
2011,6740,120032
2012,6898,120032
2013,7147,120032
2014,7330,120032
2015,7509,120032
2016,7685,120032
2017,7858,120032
2018,8159,120032
2019,8317,120032
2020,8473,120032
2021,8628,120032
2022,11105,120032
1991,10188,120033
1992,8046,120033
1993,8213,120033
1994,8381,120033
1995,8545,120033
1996,8699,120033
1997,8913,120033
1998,9095,120033
1999,9276,120033
2000,11095,120033
2001,11471,120033
2002,11779,120033
2003,12097,120033
2004,11883,120033
2005,12747,120033
2006,13116,120033
2007,13785,120033
2008,14387,120033
2009,14774,120033
2010,15206,120033
2011,15553,120033
2012,15890,120033
2013,16410,120033
2014,16795,120033
2015,17173,120033
2016,17545,120033
2017,17910,120033
2018,18638,120033
2019,18977,120033
2020,19311,120033
2021,19643,120033
2022,19172,120033
1991,5318,120034
1992,4629,120034
1993,4560,120034
1994,4518,120034
1995,4477,120034
1996,5520,120034
1997,5719,120034
1998,5889,120034
1999,6058,120034
2000,6374,120034
2001,6581,120034
2002,6737,120034
2003,6905,120034
2004,7152,120034
2005,7636,120034
2006,7843,120034
2007,7148,120034
2008,7405,120034
2009,7505,120034
2010,7981,120034
2011,8104,120034
2012,8224,120034
2013,8386,120034
2014,8514,120034
2015,8641,120034
2016,8765,120034
2017,8886,120034
2018,9336,120034
2019,9459,120034
2020,9581,120034
2021,9701,120034
2022,12246,120034
1992,8258,120035
1993,8407,120035
1994,8558,120035
1995,8706,120035
1996,8381,120035
1997,8457,120035
1998,8522,120035
1999,8586,120035
2000,8295,120035
2001,8321,120035
2002,8341,120035
2003,8362,120035
2004,8394,120035
2005,8455,120035
2006,8482,120035
2007,13061,120035
2008,13728,120035
2009,14275,120035
2010,14227,120035
2011,14682,120035
2012,15123,120035
2013,15857,120035
2014,16380,120035
2015,16895,120035
2016,17401,120035
2017,17897,120035
2018,18430,120035
2019,18867,120035
2020,19299,120035
2021,19727,120035
2022,16825,120035
1991,15535,120038
1992,12856,120038
1993,13235,120038
1994,13621,120038
1995,13998,120038
1996,12101,120038
1997,12031,120038
1998,11971,120038
1999,11911,120038
2000,15172,120038
2001,15502,120038
2002,15759,120038
2003,16031,120038
2004,15931,120038
2005,16691,120038
2006,17014,120038
2007,17258,120038
2008,17921,120038
2009,18235,120038
2010,17209,120038
2011,17401,120038
2012,17587,120038
2013,17795,120038
2014,17979,120038
2015,18159,120038
2016,18336,120038
2017,18510,120038
2018,19565,120038
2019,19761,120038
2020,19955,120038
2021,20147,120038
2022,16313,120038
1992,6593,120039
1993,6711,120039
1994,6832,120039
1995,6950,120039
1996,5270,120039
1997,5070,120039
1998,4898,120039
1999,4729,120039
2000,5485,120039
2001,5368,120039
2002,5283,120039
2003,5189,120039
2004,5220,120039
2005,4962,120039
2006,4851,120039
2007,8170,120039
2008,8562,120039
2009,8855,120039
2010,9176,120039
2011,9448,120039
2012,9711,120039
2013,10143,120039
2014,10453,120039
2015,10759,120039
2016,11059,120039
2017,11353,120039
2018,11720,120039
2019,11982,120039
2020,12241,120039
2021,12497,120039
2022,10706,120039
1991,197376,120040
1992,189743,120040
1993,195943,120040
1994,201698,120040
1995,207307,120040
1996,228857,120040
1997,240389,120040
1998,249930,120040
1999,259537,120040
2000,253059,120040
2001,261430,120040
2002,267740,120040
2003,274555,120040
2004,286082,120040
2005,305731,120040
2006,314127,120040
2007,290639,120040
2008,301398,120040
2009,305954,120040
2010,336038,120040
2011,342298,120040
2012,348354,120040
2013,357194,120040
2014,363928,120040
2015,370550,120040
2016,377057,120040
2017,383443,120040
2018,401155,120040
2019,407319,120040
2020,413418,120040
2021,419452,120040
2022,364368,120040
1992,6800,120042
1993,6930,120042
1994,7061,120042
1995,7189,120042
1996,8501,120042
1997,8964,120042
1998,9360,120042
1999,9752,120042
2000,8093,120042
2001,8276,120042
2002,8398,120042
2003,8540,120042
2004,9347,120042
2005,9796,120042
2006,9989,120042
2007,12428,120042
2008,13020,120042
2009,13460,120042
2010,14389,120042
2011,14832,120042
2012,15260,120042
2013,15968,120042
2014,16475,120042
2015,16974,120042
2016,17464,120042
2017,17945,120042
2018,18504,120042
2019,18930,120042
2020,19351,120042
2021,19767,120042
2022,16072,120042
1992,674,120043
1993,663,120043
1994,657,120043
1995,652,120043
1996,1633,120043
1997,1749,120043
1998,1848,120043
1999,1946,120043
2000,2246,120043
2001,2440,120043
2002,2576,120043
2003,2729,120043
2004,2954,120043
2005,3395,120043
2006,3583,120043
2007,3948,120043
2008,4165,120043
2009,4358,120043
2010,4691,120043
2011,4879,120043
2012,5061,120043
2013,5374,120043
2014,5593,120043
2015,5809,120043
2016,6021,120043
2017,6230,120043
2018,6362,120043
2019,6540,120043
2020,6717,120043
2021,6893,120043
2022,7672,120043
1991,17489,120045
1992,15838,120045
1993,16321,120045
1994,16842,120045
1995,17349,120045
1996,14280,120045
1997,14113,120045
1998,13971,120045
1999,13830,120045
2000,19761,120045
2001,20330,120045
2002,20726,120045
2003,21174,120045
2004,19343,120045
2005,20505,120045
2006,21000,120045
2007,18863,120045
2008,19506,120045
2009,19697,120045
2010,20179,120045
2011,20386,120045
2012,20588,120045
2013,20799,120045
2014,20992,120045
2015,21182,120045
2016,21369,120045
2017,21552,120045
2018,22810,120045
2019,23024,120045
2020,23236,120045
2021,23446,120045
2022,21658,120045
1991,24002,120050
1992,24223,120050
1993,24306,120050
1994,24355,120050
1995,24403,120050
1996,23330,120050
1997,23058,120050
1998,22825,120050
1999,22595,120050
2000,29420,120050
2001,30052,120050
2002,30519,120050
2003,31029,120050
2004,31530,120050
2005,32989,120050
2006,33614,120050
2007,34230,120050
2008,35544,120050
2009,36166,120050
2010,38029,120050
2011,38708,120050
2012,39366,120050
2013,40311,120050
2014,41036,120050
2015,41750,120050
2016,42451,120050
2017,43139,120050
2018,45177,120050
2019,45848,120050
2020,46511,120050
2021,47168,120050
2022,39746,120050
1991,27660,120060
1992,23409,120060
1993,23348,120060
1994,23302,120060
1995,23258,120060
1996,23715,120060
1997,23781,120060
1998,23838,120060
1999,23894,120060
2000,26037,120060
2001,26338,120060
2002,26582,120060
2003,26834,120060
2004,29490,120060
2005,30335,120060
2006,30711,120060
2007,32171,120060
2008,33368,120060
2009,33883,120060
2010,35590,120060
2011,36186,120060
2012,36763,120060
2013,37571,120060
2014,38201,120060
2015,38819,120060
2016,39427,120060
2017,40024,120060
2018,41976,120060
2019,42567,120060
2020,43151,120060
2021,43730,120060
2022,43072,120060
1991,12366,120070
1992,10478,120070
1993,10316,120070
1994,10160,120070
1995,10008,120070
1996,12716,120070
1997,13277,120070
1998,13756,120070
1999,14231,120070
2000,11956,120070
2001,12111,120070
2002,12230,120070
2003,12357,120070
2004,13222,120070
2005,13693,120070
2006,13893,120070
2007,14314,120070
2008,14848,120070
2009,15079,120070
2010,16091,120070
2011,16369,120070
2012,16639,120070
2013,17021,120070
2014,17317,120070
2015,17608,120070
2016,17894,120070
2017,18174,120070
2018,19048,120070
2019,19323,120070
2020,19596,120070
2021,19866,120070
2022,18181,120070
1992,9475,120080
1993,9784,120080
1994,10072,120080
1995,10352,120080
1996,8326,120080
1997,8120,120080
1998,7944,120080
1999,7770,120080
2000,11418,120080
2001,11679,120080
2002,11895,120080
2003,12116,120080
2004,11497,120080
2005,12085,120080
2006,12335,120080
2007,13716,120080
2008,14309,120080
2009,14682,120080
2010,14880,120080
2011,15212,120080
2012,15534,120080
2013,16029,120080
2014,16396,120080
2015,16757,120080
2016,17111,120080
2017,17459,120080
2018,18180,120080
2019,18504,120080
2020,18824,120080
2021,19141,120080
2022,16218,120080
1991,8487,130002
1992,8944,130002
1993,9318,130002
1994,9695,130002
1995,10063,130002
1996,13316,130002
1997,14560,130002
1998,15607,130002
1999,16657,130002
2000,12150,130002
2001,12596,130002
2002,12921,130002
2003,13278,130002
2004,13884,130002
2005,14369,130002
2006,14776,130002
2007,13010,130002
2008,13445,130002
2009,13566,130002
2010,14088,130002
2011,14237,130002
2012,14381,130002
2013,15166,130002
2014,15357,130002
2015,15545,130002
2016,15729,130002
2017,15908,130002
2018,15860,130002
2019,16041,130002
2020,16220,130002
2021,16396,130002
2022,15916,130002
1991,4738,130006
1992,4763,130006
1993,4779,130006
1994,4798,130006
1995,4816,130006
1996,6338,130006
1997,6647,130006
1998,6908,130006
1999,7169,130006
2000,7308,130006
2001,7573,130006
2002,7849,130006
2003,8100,130006
2004,8525,130006
2005,8865,130006
2006,9150,130006
2007,8384,130006
2008,8694,130006
2009,8828,130006
2010,9467,130006
2011,9633,130006
2012,9794,130006
2013,10436,130006
2014,10644,130006
2015,10847,130006
2016,11047,130006
2017,11242,130006
2018,11332,130006
2019,11536,130006
2020,11736,130006
2021,11934,130006
2022,10814,130006
1991,6024,130008
1992,6124,130008
1993,6198,130008
1994,6277,130008
1995,6354,130008
1996,6957,130008
1997,7184,130008
1998,7375,130008
1999,7567,130008
2000,6563,130008
2001,6635,130008
2002,6676,130008
2003,6729,130008
2004,6818,130008
2005,6889,130008
2006,6949,130008
2007,8152,130008
2008,8483,130008
2009,8673,130008
2010,10214,130008
2011,10494,130008
2012,10766,130008
2013,11636,130008
2014,11981,130008
2015,12320,130008
2016,12653,130008
2017,12978,130008
2018,13269,130008
2019,13614,130008
2020,13956,130008
2021,14292,130008
2022,9927,130008
1991,8990,130010
1992,8827,130010
1993,8723,130010
1994,8602,130010
1995,8484,130010
1996,10211,130010
1997,10544,130010
1998,10825,130010
1999,11106,130010
2000,11320,130010
2001,11602,130010
2002,11810,130010
2003,12038,130010
2004,12423,130010
2005,12731,130010
2006,12990,130010
2007,13834,130010
2008,14386,130010
2009,14688,130010
2010,16317,130010
2011,16701,130010
2012,17072,130010
2013,18351,130010
2014,18826,130010
2015,19292,130010
2016,19749,130010
2017,20196,130010
2018,20538,130010
2019,21010,130010
2020,21477,130010
