Ano,ID IBGE,Localidade,ICE-R - Emprego,Empregos,Massa Salarial,Renda Mensal Média,Distância média,Ganho de oportunidade médio
2019,3525904,Jundiaí - SP,"2,692",168 Mil,R$ 545 Milhões,"R$ 3,24 Mil","0,713","0,047"
2019,4113700,Londrina - PR,"2,146",163 Mil,R$ 460 Milhões,"R$ 2,82 Mil","0,678","0,141"
2019,4115200,Maringá - PR,"2,152",161 Mil,R$ 426 Milhões,"R$ 2,64 Mil","0,663","0,139"
2019,3534401,Osasco - SP,"2,577",159 Mil,R$ 514 Milhões,"R$ 3,24 Mil","0,751","0,058"
2019,1100205,Porto Velho - RO,"1,879",157 Mil,R$ 500 Milhões,"R$ 3,19 Mil","0,916","0,09"
2019,4305108,Caxias do Sul - RS,"3,05",156 Mil,R$ 466 Milhões,"R$ 2,99 Mil","0,705","-0,019"
2019,3301702,Duque de Caxias - RJ,"2,736",145 Mil,R$ 396 Milhões,"R$ 2,74 Mil","0,773","0,045"
2019,3136702,Juiz de Fora - MG,"2,253",144 Mil,R$ 347 Milhões,"R$ 2,41 Mil","0,787","0,103"
2019,3549805,São José do Rio Preto - SP,"2,224",140 Mil,R$ 373 Milhões,"R$ 2,67 Mil","0,667","0,126"
2019,4202404,Blumenau - SC,"2,76",130 Mil,R$ 401 Milhões,"R$ 3,08 Mil","0,713","0,034"
2019,3205002,Serra - ES,"2,632",127 Mil,R$ 302 Milhões,"R$ 2,39 Mil","0,771","0,058"
2019,3506003,Bauru - SP,"2,238",124 Mil,R$ 326 Milhões,"R$ 2,63 Mil","0,761","0,105"
2019,1721000,Palmas - TO,"2,694",121 Mil,R$ 501 Milhões,"R$ 4,14 Mil","0,956","0,057"
2019,3538709,Piracicaba - SP,"2,534",121 Mil,R$ 388 Milhões,"R$ 3,21 Mil","0,73","0,061"
2019,3302403,Macaé - RJ,"2,892",120 Mil,R$ 675 Milhões,"R$ 5,64 Mil","0,922","0,046"
2019,2910800,Feira de Santana - BA,"1,901",118 Mil,R$ 225 Milhões,"R$ 1,91 Mil","0,712","0,165"
2019,5201405,Aparecida de Goiânia - GO,"2,284",109 Mil,R$ 223 Milhões,"R$ 2,05 Mil","0,731","0,106"
2019,2919207,Lauro de Freitas - BA,"2,484",108 Mil,R$ 177 Milhões,"R$ 1,64 Mil","0,785","0,086"
2019,3106705,Betim - MG,"3,189",108 Mil,R$ 328 Milhões,"R$ 3,04 Mil","0,831","0,01"
2019,1600303,Macapá - AP,"1,869",107 Mil,R$ 453 Milhões,"R$ 4,23 Mil","0,963","0,07"
2019,3304904,São Gonçalo - RJ,"1,943",106 Mil,R$ 218 Milhões,"R$ 2,06 Mil","0,811","0,126"
2019,4216602,São José - SC,"2,225",105 Mil,R$ 243 Milhões,"R$ 2,32 Mil","0,758","0,112"
2019,4104808,Cascavel - PR,"1,94",105 Mil,R$ 267 Milhões,"R$ 2,56 Mil","0,723","0,161"
2019,3548807,São Caetano do Sul - SP,"2,937",103 Mil,R$ 318 Milhões,"R$ 3,08 Mil","0,771","0,018"
2019,3530607,Mogi Das Cruzes - SP,"2,318",101 Mil,R$ 253 Milhões,"R$ 2,51 Mil","0,741","0,093"
2019,2504009,Campina Grande - PB,"1,919","99,3 Mil",R$ 217 Milhões,"R$ 2,18 Mil","0,872","0,104"
2019,3205200,Vila Velha - ES,"2,02","98,9 Mil",R$ 210 Milhões,"R$ 2,13 Mil","0,75","0,147"
2019,4125506,São José Dos Pinhais - PR,"3,106","98,6 Mil",R$ 334 Milhões,"R$ 3,39 Mil","0,736","-0,003"
2019,2607901,Jaboatão Dos Guararapes - PE,"2,159","96,3 Mil",R$ 194 Milhões,"R$ 2,01 Mil","0,765","0,113"
2019,5201108,Anápolis - GO,"2,258","95,6 Mil",R$ 249 Milhões,"R$ 2,61 Mil","0,773","0,1"
2019,3303500,Nova Iguaçu - RJ,"1,718","94,2 Mil",R$ 192 Milhões,"R$ 2,04 Mil","0,818","0,145"
2019,1200401,Rio Branco - AC,"1,416",93 Mil,R$ 271 Milhões,"R$ 2,92 Mil","0,921","0,104"
2019,3170107,Uberaba - MG,"1,75","89,6 Mil",R$ 241 Milhões,"R$ 2,69 Mil","0,785","0,157"
2019,1400100,Boa Vista - RR,"1,536","89,1 Mil",R$ 299 Milhões,"R$ 3,36 Mil","0,935","0,096"
2019,4119905,Ponta Grossa - PR,"1,899","88,5 Mil",R$ 237 Milhões,"R$ 2,67 Mil","0,752","0,148"
2019,4208203,Itajaí - SC,"2,406","88,2 Mil",R$ 258 Milhões,"R$ 2,92 Mil","0,754","0,089"
2019,3143302,Montes Claros - MG,"1,616","87,4 Mil",R$ 184 Milhões,"R$ 2,11 Mil","0,808","0,159"
2019,3513801,Diadema - SP,"3,285","87,1 Mil",R$ 269 Milhões,"R$ 3,09 Mil","0,715","-0,038"
2019,4204202,Chapecó - SC,"2,143",86 Mil,R$ 240 Milhões,"R$ 2,79 Mil","0,758","0,111"
2019,3301009,Campos Dos Goytacazes - RJ,"1,558","85,6 Mil",R$ 210 Milhões,"R$ 2,45 Mil","0,833","0,154"
2019,3516200,Franca - SP,"2,016","84,8 Mil",R$ 188 Milhões,"R$ 2,21 Mil","0,742","0,13"
2019,3526902,Limeira - SP,"2,614","82,6 Mil",R$ 236 Milhões,"R$ 2,86 Mil","0,744","0,044"
2019,3554102,Taubaté - SP,"2,362","79,9 Mil",R$ 223 Milhões,"R$ 2,79 Mil","0,81","0,073"
2019,4304606,Canoas - RS,"2,439","79,6 Mil",R$ 243 Milhões,"R$ 3,05 Mil","0,767","0,081"
2019,3520509,Indaiatuba - SP,"3,032","76,7 Mil",R$ 253 Milhões,"R$ 3,3 Mil","0,702","-0,018"
2019,3306305,Volta Redonda - RJ,"1,869","75,1 Mil",R$ 158 Milhões,"R$ 2,1 Mil","0,822","0,13"
2019,3513009,Cotia - SP,"2,883","74,8 Mil",R$ 232 Milhões,"R$ 3,1 Mil","0,742","0,023"
2019,3548906,São Carlos - SP,"2,658","74,7 Mil",R$ 250 Milhões,"R$ 3,35 Mil","0,808","0,05"
2019,2604106,Caruaru - PE,"1,719","74,5 Mil",R$ 131 Milhões,"R$ 1,76 Mil","0,798","0,156"
2019,3503208,Araraquara - SP,"2,145","74,4 Mil",R$ 192 Milhões,"R$ 2,59 Mil","0,769","0,108"
2019,2905701,Camaçari - BA,"3,179","74,3 Mil",R$ 270 Milhões,"R$ 3,63 Mil","0,858","0,019"
2019,2611101,Petrolina - PE,"1,452","72,3 Mil",R$ 147 Milhões,"R$ 2,03 Mil","0,852","0,154"
2019,4314407,Pelotas - RS,"1,569",72 Mil,R$ 222 Milhões,"R$ 3,08 Mil","0,82","0,153"
2019,3501608,Americana - SP,"2,609","71,7 Mil",R$ 197 Milhões,"R$ 2,74 Mil","0,697","0,054"
2019,2933307,Vitória da Conquista - BA,"1,507","71,1 Mil",R$ 139 Milhões,"R$ 1,95 Mil","0,793","0,183"
2019,2609600,Olinda - PE,"2,121","70,9 Mil",R$ 121 Milhões,"R$ 1,71 Mil","0,828","0,107"
2019,4316907,Santa Maria - RS,"1,968","70,4 Mil",R$ 234 Milhões,"R$ 3,33 Mil","0,864","0,104"
2019,4313409,Novo Hamburgo - RS,"2,449","70,2 Mil",R$ 177 Milhões,"R$ 2,52 Mil","0,682","0,08"
2019,4204608,Criciúma - SC,"2,283","69,6 Mil",R$ 178 Milhões,"R$ 2,56 Mil","0,741","0,098"
2019,3529005,Marília - SP,"1,896","69,3 Mil",R$ 170 Milhões,"R$ 2,46 Mil","0,792","0,128"
2019,3131307,Ipatinga - MG,"1,932","69,3 Mil",R$ 159 Milhões,"R$ 2,3 Mil","0,849","0,11"
2019,3303906,Petrópolis - RJ,"1,858","68,1 Mil",R$ 162 Milhões,"R$ 2,37 Mil","0,812","0,131"
2019,1500800,Ananindeua - PA,"1,821","66,6 Mil",R$ 120 Milhões,"R$ 1,8 Mil","0,8","0,144"
2019,4208906,Jaraguá do Sul - SC,"2,742","66,3 Mil",R$ 209 Milhões,"R$ 3,15 Mil","0,802","0,045"
2019,4108304,Foz do Iguaçu - PR,"1,706",66 Mil,R$ 183 Milhões,"R$ 2,77 Mil","0,819","0,15"
2019,3541406,Presidente Prudente - SP,"1,749","65,4 Mil",R$ 162 Milhões,"R$ 2,48 Mil","0,77","0,159"
2019,3552809,Taboão da Serra - SP,"2,483",64 Mil,R$ 157 Milhões,"R$ 2,45 Mil","0,79","0,063"
2019,3552502,Suzano - SP,"2,43",64 Mil,R$ 172 Milhões,"R$ 2,69 Mil","0,833","0,068"
2019,3543907,Rio Claro - SP,"2,495","63,6 Mil",R$ 181 Milhões,"R$ 2,85 Mil","0,771","0,068"
2019,5003702,Dourados - MS,"1,391","63,2 Mil",R$ 161 Milhões,"R$ 2,54 Mil","0,827","0,172"
2019,4314100,Passo Fundo - RS,"1,855","61,4 Mil",R$ 168 Milhões,"R$ 2,73 Mil","0,794","0,139"
2019,2307650,Maracanaú - CE,"2,334","60,9 Mil",R$ 120 Milhões,"R$ 1,97 Mil","0,789","0,087"
2019,5107602,Rondonópolis - MT,"1,412","60,3 Mil",R$ 138 Milhões,"R$ 2,28 Mil","0,796","0,188"
2019,3529401,Mauá - SP,"2,703","59,8 Mil",R$ 174 Milhões,"R$ 2,91 Mil","0,751","0,042"
2019,2408003,Mossoró - RN,"1,921","59,4 Mil",R$ 142 Milhões,"R$ 2,4 Mil","0,813","0,132"
2019,3167202,Sete Lagoas - MG,"1,942","58,7 Mil",R$ 127 Milhões,"R$ 2,16 Mil","0,792","0,128"
2019,5218805,Rio Verde - GO,"1,387","58,4 Mil",R$ 141 Milhões,"R$ 2,42 Mil","0,818","0,173"
2019,4318705,São Leopoldo - RS,"2,733","57,5 Mil",R$ 170 Milhões,"R$ 2,96 Mil","0,819","0,039"
2019,3122306,Divinópolis - MG,"2,101","56,7 Mil",R$ 113 Milhões,R$ 2 Mil,"0,719","0,13"
2019,2105302,Imperatriz - MA,"1,58","56,5 Mil",R$ 109 Milhões,"R$ 1,93 Mil","0,798","0,166"
2019,3305109,São João de Meriti - RJ,"1,65","56,1 Mil",R$ 101 Milhões,"R$ 1,81 Mil","0,85","0,129"
2019,3127701,Governador Valadares - MG,"1,538","55,8 Mil",R$ 110 Milhões,"R$ 1,97 Mil","0,767","0,191"
2019,3201308,Cariacica - ES,"2,005","55,6 Mil",R$ 115 Milhões,"R$ 2,07 Mil","0,79","0,126"
2019,3144805,Nova Lima - MG,"2,708","55,4 Mil",R$ 188 Milhões,"R$ 3,4 Mil","0,857","0,055"
2019,3552403,Sumaré - SP,"2,951","55,3 Mil",R$ 202 Milhões,"R$ 3,65 Mil","0,815","0,023"
2019,3547304,Santana de Parnaíba - SP,"2,98","54,6 Mil",R$ 158 Milhões,"R$ 2,89 Mil","0,78","0,021"
2019,3523909,Itu - SP,"2,475","54,6 Mil",R$ 153 Milhões,"R$ 2,81 Mil","0,757","0,068"
2019,4309209,Gravataí - RS,"2,774","53,8 Mil",R$ 154 Milhões,"R$ 2,86 Mil","0,822","0,034"
2019,4127700,Toledo - PR,"1,752","52,3 Mil",R$ 122 Milhões,"R$ 2,33 Mil","0,822","0,135"
2019,3541000,Praia Grande - SP,"1,465","51,9 Mil",R$ 134 Milhões,"R$ 2,58 Mil","0,871","0,134"
2019,3502804,Araçatuba - SP,"1,7","51,7 Mil",R$ 127 Milhões,"R$ 2,45 Mil","0,769","0,167"
2019,1505536,Parauapebas - PA,"2,21","51,7 Mil",R$ 154 Milhões,"R$ 2,98 Mil","0,895","0,08"
2019,4202008,Balneário Camboriú - SC,"1,787","50,7 Mil",R$ 127 Milhões,"R$ 2,51 Mil","0,813","0,141"
2019,3303401,Nova Friburgo - RJ,"1,564","50,7 Mil","R$ 93,5 Milhões","R$ 1,84 Mil","0,801","0,171"
2019,3152501,Pouso Alegre - MG,"2,206","50,4 Mil",R$ 129 Milhões,"R$ 2,56 Mil","0,816","0,098"
2019,2307304,Juazeiro do Norte - CE,"1,536","49,7 Mil",R$ 93 Milhões,"R$ 1,87 Mil","0,831","0,153"
2019,1504208,Marabá - PA,"1,753","49,7 Mil",R$ 127 Milhões,"R$ 2,57 Mil","0,848","0,124"
2019,4202909,Brusque - SC,"2,495","49,4 Mil",R$ 129 Milhões,"R$ 2,61 Mil","0,799","0,068"
2019,5108402,Várzea Grande - MT,"1,697","49,3 Mil",R$ 110 Milhões,"R$ 2,24 Mil","0,81","0,149"
2019,3524402,Jacareí - SP,"2,605","49,3 Mil",R$ 153 Milhões,"R$ 3,11 Mil","0,833","0,048"
2019,3151800,Poços de Caldas - MG,"1,85","49,1 Mil",R$ 114 Milhões,"R$ 2,32 Mil","0,771","0,145"
2019,3556206,Valinhos - SP,"2,865","47,3 Mil",R$ 144 Milhões,"R$ 3,04 Mil","0,747","0,023"
2019,3518701,Guarujá - SP,"1,477","46,8 Mil",R$ 145 Milhões,"R$ 3,1 Mil","0,901","0,115"
2019,3519071,Hortolândia - SP,"3,085",46 Mil,R$ 209 Milhões,"R$ 4,55 Mil","0,874","0,024"
2019,3536505,Paulínia - SP,"3,135","45,5 Mil",R$ 197 Milhões,"R$ 4,33 Mil","0,854","0,02"
2019,3203205,Linhares - ES,"1,375","45,2 Mil","R$ 96,3 Milhões","R$ 2,13 Mil","0,804","0,183"
2019,2312908,Sobral - CE,"1,506","45,1 Mil","R$ 94,7 Milhões","R$ 2,1 Mil","0,891","0,12"
2019,3515004,Embu - SP,"2,258",45 Mil,R$ 120 Milhões,"R$ 2,67 Mil","0,843","0,08"
2019,3507605,Bragança Paulista - SP,"1,914","44,7 Mil",R$ 115 Milhões,"R$ 2,57 Mil","0,761","0,137"
2019,3545803,Santa Bárbara D'oeste - SP,"2,518","44,3 Mil",R$ 114 Milhões,"R$ 2,58 Mil","0,772","0,062"
2019,3201209,Cachoeiro de Itapemirim - ES,"1,784","44,2 Mil","R$ 92,4 Milhões","R$ 2,09 Mil","0,797","0,143"
2019,3523107,Itaquaquecetuba - SP,"2,922","43,8 Mil",R$ 109 Milhões,"R$ 2,5 Mil","0,749","0,005"
2019,4315602,Rio Grande - RS,"1,998","43,7 Mil",R$ 140 Milhões,"R$ 3,2 Mil","0,907","0,083"
2019,4302105,Bento Gonçalves - RS,"2,532","43,6 Mil",R$ 136 Milhões,"R$ 3,11 Mil","0,801","0,059"
2019,3300704,Cabo Frio - RJ,"1,414","43,2 Mil","R$ 89,8 Milhões","R$ 2,08 Mil","0,859","0,151"
2019,4211900,Palhoça - SC,"2,194","43,2 Mil","R$ 99,1 Milhões","R$ 2,3 Mil","0,742","0,111"
2019,4109401,Guarapuava - PR,"1,399","42,8 Mil",R$ 118 Milhões,"R$ 2,75 Mil","0,804","0,18"
2019,4209300,Lages - SC,"1,82","42,6 Mil","R$ 93,1 Milhões","R$ 2,19 Mil","0,771","0,153"
2019,4101804,Araucária - PR,"3,167","42,5 Mil",R$ 149 Milhões,"R$ 3,52 Mil","0,822","0,01"
2019,3148004,Patos de Minas - MG,"1,291","42,4 Mil","R$ 91,8 Milhões","R$ 2,16 Mil","0,774","0,218"
2019,4316808,Santa Cruz do Sul - RS,"1,847","42,3 Mil",R$ 118 Milhões,"R$ 2,79 Mil","0,822","0,126"
2019,2914802,Itabuna - BA,"1,6",42 Mil,"R$ 91,6 Milhões","R$ 2,18 Mil","0,858","0,134"
2019,3507506,Botucatu - SP,"1,753","41,9 Mil",R$ 124 Milhões,"R$ 2,95 Mil","0,866","0,109"
2019,2403251,Parnamirim - RN,"1,733","41,9 Mil","R$ 72,9 Milhões","R$ 1,74 Mil","0,837","0,137"
2019,5107909,Sinop - MT,"1,639","41,6 Mil","R$ 99,2 Milhões","R$ 2,38 Mil","0,759","0,183"
2019,3509205,Cajamar - SP,"3,077","41,5 Mil",R$ 132 Milhões,"R$ 3,18 Mil","0,834","0,017"
2019,4119152,Pinhais - PR,"2,902","41,4 Mil",R$ 103 Milhões,"R$ 2,48 Mil","0,698","0,019"
2019,3551702,Sertãozinho - SP,"2,531",41 Mil,R$ 121 Milhões,"R$ 2,94 Mil","0,834","0,055"
2019,3504107,Atibaia - SP,"2,233","40,8 Mil",R$ 105 Milhões,"R$ 2,58 Mil","0,765","0,096"
2019,3170701,Varginha - MG,"2,015","40,6 Mil","R$ 88,3 Milhões","R$ 2,17 Mil","0,763","0,12"
2019,1506807,Santarém - PA,"1,405","39,9 Mil","R$ 88,7 Milhões","R$ 2,22 Mil","0,83","0,168"
2019,3530706,Mogi Guaçu - SP,"1,928","39,8 Mil",R$ 105 Milhões,"R$ 2,62 Mil","0,789","0,117"
2019,2602902,Cabo de Santo Agostinho - PE,"2,423","39,3 Mil","R$ 86,4 Milhões","R$ 2,2 Mil","0,827","0,07"
2019,4118204,Paranaguá - PR,"1,87","39,3 Mil",R$ 110 Milhões,"R$ 2,79 Mil","0,879","0,104"
2019,2303709,Caucaia - CE,"1,732",39 Mil,"R$ 75,5 Milhões","R$ 1,94 Mil","0,819","0,135"
2019,2918407,Juazeiro - BA,"1,048","38,6 Mil","R$ 77,2 Milhões",R$ 2 Mil,"0,861","0,169"
2019,3503307,Araras - SP,"2,224","38,5 Mil",R$ 105 Milhões,"R$ 2,73 Mil","0,782","0,094"
2019,4218707,Tubarão - SC,"2,032","38,2 Mil","R$ 91,5 Milhões","R$ 2,39 Mil","0,756","0,131"
2019,3304201,Resende - RJ,"2,514",38 Mil,R$ 107 Milhões,"R$ 2,81 Mil","0,884","0,061"
2019,4105805,Colombo - PR,"2,406","37,8 Mil","R$ 93,1 Milhões","R$ 2,46 Mil","0,753","0,079"
2019,2304285,Eusébio - CE,"2,408","37,7 Mil",R$ 76 Milhões,"R$ 2,01 Mil","0,819","0,088"
2019,3525300,Jaú - SP,"1,905","37,3 Mil","R$ 84,1 Milhões","R$ 2,26 Mil","0,79","0,125"
2019,3556701,Vinhedo - SP,"2,849","37,1 Mil",R$ 120 Milhões,"R$ 3,23 Mil","0,819","0,033"
2019,4311403,Lajeado - RS,"2,012","36,9 Mil",R$ 90 Milhões,"R$ 2,44 Mil","0,785","0,124"
2019,2700300,Arapiraca - AL,"1,446","36,8 Mil","R$ 57,6 Milhões","R$ 1,56 Mil","0,829","0,166"
2019,3510609,Carapicuíba - SP,"2,148","36,7 Mil","R$ 82,6 Milhões","R$ 2,25 Mil","0,787","0,104"
2019,2930709,Simões Filho - BA,"2,695","36,6 Mil","R$ 80,5 Milhões","R$ 2,2 Mil","0,806","0,054"
2019,3522307,Itapetininga - SP,"1,149","36,5 Mil","R$ 77,7 Milhões","R$ 2,13 Mil","0,802","0,207"
2019,5008305,Três Lagoas - MS,"1,711","36,2 Mil",R$ 102 Milhões,"R$ 2,82 Mil","0,854","0,116"
2019,3511102,Catanduva - SP,"1,987","36,1 Mil","R$ 89,9 Milhões","R$ 2,49 Mil","0,779","0,122"
2019,4307005,Erechim - RS,"2,001","35,8 Mil","R$ 89,8 Milhões","R$ 2,51 Mil","0,774","0,126"
2019,4303103,Cachoeirinha - RS,"2,861","35,8 Mil","R$ 83,5 Milhões","R$ 2,33 Mil","0,743","0,018"
2019,3305802,Teresópolis - RJ,"1,377","35,5 Mil","R$ 79,3 Milhões","R$ 2,24 Mil","0,851","0,164"
2019,3551009,São Vicente - SP,"1,454","35,2 Mil","R$ 87,1 Milhões","R$ 2,47 Mil","0,864","0,141"
2019,4101507,Arapongas - PR,"1,818",35 Mil,"R$ 80,9 Milhões","R$ 2,31 Mil","0,795","0,138"
2019,3523404,Itatiba - SP,"2,782","34,6 Mil",R$ 100 Milhões,"R$ 2,89 Mil","0,767","0,031"
2019,3300407,Barra Mansa - RJ,"1,978","34,5 Mil","R$ 67,8 Milhões","R$ 1,96 Mil","0,811","0,117"
2019,3522505,Itapevi - SP,"3,042","34,2 Mil",R$ 133 Milhões,"R$ 3,88 Mil","0,886","0,03"
2019,3300100,Angra Dos Reis - RJ,"1,784","34,1 Mil",R$ 113 Milhões,"R$ 3,3 Mil","0,932","0,085"
2019,3524709,Jaguariúna - SP,"2,914",34 Mil,R$ 120 Milhões,"R$ 3,53 Mil","0,906","0,039"
2019,3529302,Matão - SP,"2,103","33,3 Mil","R$ 83,7 Milhões","R$ 2,52 Mil","0,897","0,075"
2019,4101408,Apucarana - PR,"1,851","32,9 Mil","R$ 71,9 Milhões","R$ 2,18 Mil","0,762","0,146"
2019,2607208,Ipojuca - PE,"2,564","32,5 Mil","R$ 92,1 Milhões","R$ 2,84 Mil","0,933","0,057"
2019,2610707,Paulista - PE,"1,538","32,5 Mil","R$ 61,6 Milhões","R$ 1,9 Mil","0,838","0,143"
2019,1702109,Araguaína - TO,"1,54","32,4 Mil","R$ 67,6 Milhões","R$ 2,08 Mil","0,825","0,154"
2019,2925303,Porto Seguro - BA,"1,061","32,3 Mil","R$ 63,2 Milhões","R$ 1,96 Mil","0,884","0,153"
2019,3505500,Barretos - SP,"1,204","32,2 Mil","R$ 80,2 Milhões","R$ 2,49 Mil","0,851","0,161"
2019,3538006,Pindamonhangaba - SP,"2,375","32,2 Mil",R$ 101 Milhões,"R$ 3,13 Mil","0,837","0,064"
2019,3201506,Colatina - ES,"1,53","32,2 Mil","R$ 67,8 Milhões","R$ 2,11 Mil","0,823","0,157"
2019,3300456,Belford Roxo - RJ,"1,535","31,7 Mil","R$ 63,9 Milhões","R$ 2,01 Mil","0,887","0,112"
2019,3518404,Guaratinguetá - SP,"1,805","31,2 Mil","R$ 90,5 Milhões","R$ 2,9 Mil","0,873","0,113"
2019,2903201,Barreiras - BA,"0,997",31 Mil,"R$ 71,4 Milhões","R$ 2,3 Mil","0,847","0,188"
2019,1502400,Castanhal - PA,"1,107","30,9 Mil",R$ 52 Milhões,"R$ 1,68 Mil","0,82","0,196"
2019,4118501,Pato Branco - PR,"1,99","30,8 Mil","R$ 80,8 Milhões","R$ 2,62 Mil","0,804","0,116"
2019,3545209,Salto - SP,"2,71","30,7 Mil","R$ 84,7 Milhões","R$ 2,76 Mil","0,781","0,041"
2019,3301900,Itaboraí - RJ,"1,704","30,6 Mil","R$ 64,1 Milhões","R$ 2,09 Mil","0,862","0,119"
2019,4204301,Concórdia - SC,"1,576","30,4 Mil","R$ 75,3 Milhões","R$ 2,48 Mil","0,846","0,14"
2019,4128104,Umuarama - PR,"1,419","30,2 Mil","R$ 65,2 Milhões","R$ 2,16 Mil","0,8","0,178"
2019,3506508,Birigui - SP,"1,893","29,8 Mil","R$ 62,1 Milhões","R$ 2,08 Mil","0,796","0,128"
2019,1100122,Ji-Paraná - RO,"1,47","29,4 Mil","R$ 57,9 Milhões","R$ 1,97 Mil","0,806","0,177"
2019,4104204,Campo Largo - PR,"2,01",29 Mil,"R$ 72,6 Milhões","R$ 2,5 Mil","0,767","0,126"
2019,3104007,Araxá - MG,"1,305",29 Mil,R$ 68 Milhões,"R$ 2,34 Mil","0,846","0,164"
2019,3554003,Tatuí - SP,"1,509","28,9 Mil","R$ 66,6 Milhões","R$ 2,3 Mil","0,839","0,142"
2019,5211503,Itumbiara - GO,"1,501","28,8 Mil","R$ 64,4 Milhões","R$ 2,23 Mil","0,825","0,153"
2019,3506102,Bebedouro - SP,"1,579","28,6 Mil","R$ 64,3 Milhões","R$ 2,25 Mil","0,848","0,137"
