Ano,ID IBGE,Localidade,ICE-R - Emprego,Empregos,Massa Salarial,Renda Mensal Média,Distância média,Ganho de oportunidade médio
2020,4104808,Cascavel - PR,"2,042",106 Mil,R$ 273 Milhões,"R$ 2,58 Mil","0,721","0,153"
2020,1600303,Macapá - AP,"1,774",106 Mil,R$ 474 Milhões,"R$ 4,49 Mil","0,96","0,077"
2020,3548807,São Caetano do Sul - SP,"2,835",104 Mil,R$ 320 Milhões,"R$ 3,09 Mil","0,784","0,033"
2020,3304904,São Gonçalo - RJ,"1,928",102 Mil,R$ 209 Milhões,"R$ 2,05 Mil","0,821","0,125"
2020,3530607,Mogi Das Cruzes - SP,"2,314",101 Mil,R$ 260 Milhões,"R$ 2,58 Mil","0,741","0,093"
2020,1200401,Rio Branco - AC,"1,788",100 Mil,R$ 342 Milhões,"R$ 3,42 Mil","0,934","0,089"
2020,5201108,Anápolis - GO,"2,343","97,6 Mil",R$ 256 Milhões,"R$ 2,62 Mil","0,773","0,093"
2020,4125506,São José Dos Pinhais - PR,"3,014","97,5 Mil",R$ 310 Milhões,"R$ 3,18 Mil","0,733","0,008"
2020,3205200,Vila Velha - ES,"1,876","96,5 Mil",R$ 202 Milhões,"R$ 2,1 Mil","0,747","0,166"
2020,4119905,Ponta Grossa - PR,"1,913","93,2 Mil",R$ 250 Milhões,"R$ 2,69 Mil","0,765","0,14"
2020,4208203,Itajaí - SC,"2,433","92,8 Mil",R$ 271 Milhões,"R$ 2,92 Mil","0,746","0,091"
2020,2607901,Jaboatão Dos Guararapes - PE,"2,19","92,7 Mil",R$ 185 Milhões,R$ 2 Mil,"0,765","0,106"
2020,1400100,Boa Vista - RR,"1,644",91 Mil,R$ 311 Milhões,"R$ 3,42 Mil","0,926","0,099"
2020,4204202,Chapecó - SC,"2,224","90,2 Mil",R$ 253 Milhões,"R$ 2,8 Mil","0,761","0,109"
2020,3303500,Nova Iguaçu - RJ,"1,668",89 Mil,R$ 177 Milhões,"R$ 1,99 Mil","0,818","0,152"
2020,3170107,Uberaba - MG,"1,748","88,8 Mil",R$ 233 Milhões,"R$ 2,63 Mil","0,789","0,159"
2020,3143302,Montes Claros - MG,"1,592",88 Mil,R$ 190 Milhões,"R$ 2,16 Mil","0,827","0,154"
2020,3301009,Campos Dos Goytacazes - RJ,"1,414","84,1 Mil",R$ 195 Milhões,"R$ 2,32 Mil","0,838","0,164"
2020,3513801,Diadema - SP,"3,217","83,7 Mil",R$ 258 Milhões,"R$ 3,09 Mil","0,729","-0,027"
2020,3526902,Limeira - SP,"2,67","81,6 Mil",R$ 240 Milhões,"R$ 2,94 Mil","0,744","0,04"
2020,3516200,Franca - SP,"1,96","80,5 Mil",R$ 173 Milhões,"R$ 2,15 Mil","0,759","0,133"
2020,4304606,Canoas - RS,"2,457","77,8 Mil",R$ 238 Milhões,"R$ 3,06 Mil","0,765","0,083"
2020,3520509,Indaiatuba - SP,"3,036","77,3 Mil",R$ 259 Milhões,"R$ 3,35 Mil","0,703","-0,018"
2020,3513009,Cotia - SP,"2,956",76 Mil,R$ 240 Milhões,"R$ 3,15 Mil","0,739","0,014"
2020,3554102,Taubaté - SP,"2,375","75,6 Mil",R$ 215 Milhões,"R$ 2,84 Mil","0,803","0,076"
2020,3548906,São Carlos - SP,"2,755","75,2 Mil",R$ 251 Milhões,"R$ 3,33 Mil","0,798","0,038"
2020,3306305,Volta Redonda - RJ,"1,939","73,9 Mil",R$ 153 Milhões,"R$ 2,08 Mil","0,832","0,126"
2020,3503208,Araraquara - SP,"2,265","73,8 Mil",R$ 194 Milhões,"R$ 2,63 Mil","0,765","0,096"
2020,2905701,Camaçari - BA,"2,977",72 Mil,R$ 257 Milhões,"R$ 3,58 Mil","0,852","0,034"
2020,2611101,Petrolina - PE,"1,42","71,9 Mil",R$ 147 Milhões,"R$ 2,05 Mil","0,849","0,159"
2020,3501608,Americana - SP,"2,631","71,6 Mil",R$ 194 Milhões,"R$ 2,71 Mil","0,706","0,053"
2020,3529005,Marília - SP,"2,002","70,9 Mil",R$ 181 Milhões,"R$ 2,55 Mil","0,817","0,113"
2020,2933307,Vitória da Conquista - BA,"1,453","70,8 Mil",R$ 142 Milhões,"R$ 2,01 Mil","0,814","0,176"
2020,2604106,Caruaru - PE,"1,736","69,5 Mil",R$ 118 Milhões,"R$ 1,69 Mil","0,795","0,157"
2020,1500800,Ananindeua - PA,"1,783","69,4 Mil",R$ 128 Milhões,"R$ 1,85 Mil","0,793","0,154"
2020,4204608,Criciúma - SC,"2,211","69,4 Mil",R$ 182 Milhões,"R$ 2,62 Mil","0,755","0,106"
2020,4314407,Pelotas - RS,"1,566","69,3 Mil",R$ 213 Milhões,"R$ 3,07 Mil","0,84","0,143"
2020,2609600,Olinda - PE,"2,046","68,9 Mil",R$ 116 Milhões,"R$ 1,69 Mil","0,844","0,111"
2020,3541406,Presidente Prudente - SP,"1,819","67,4 Mil",R$ 171 Milhões,"R$ 2,54 Mil","0,76","0,157"
2020,4316907,Santa Maria - RS,"1,763",67 Mil,R$ 227 Milhões,"R$ 3,4 Mil","0,862","0,12"
2020,4313409,Novo Hamburgo - RS,"2,469","66,4 Mil",R$ 175 Milhões,"R$ 2,63 Mil","0,688","0,074"
2020,4208906,Jaraguá do Sul - SC,"2,752","66,2 Mil",R$ 207 Milhões,"R$ 3,13 Mil","0,778","0,043"
2020,3543907,Rio Claro - SP,"2,573","65,9 Mil",R$ 186 Milhões,"R$ 2,82 Mil","0,774","0,062"
2020,3131307,Ipatinga - MG,"1,822","65,3 Mil",R$ 153 Milhões,"R$ 2,34 Mil","0,837","0,125"
2020,3552502,Suzano - SP,"2,5","64,5 Mil",R$ 174 Milhões,"R$ 2,7 Mil","0,823","0,065"
2020,3529401,Mauá - SP,"2,901","64,5 Mil",R$ 192 Milhões,"R$ 2,97 Mil","0,751","0,019"
2020,3303906,Petrópolis - RJ,"1,704","64,3 Mil",R$ 151 Milhões,"R$ 2,35 Mil","0,814","0,146"
2020,5003702,Dourados - MS,"1,482","63,3 Mil",R$ 168 Milhões,"R$ 2,66 Mil","0,822","0,17"
2020,5107602,Rondonópolis - MT,"1,436","61,1 Mil",R$ 148 Milhões,"R$ 2,43 Mil","0,802","0,187"
2020,3552809,Taboão da Serra - SP,"2,462","61,1 Mil",R$ 154 Milhões,"R$ 2,52 Mil","0,79","0,068"
2020,5218805,Rio Verde - GO,"1,408","60,9 Mil",R$ 153 Milhões,"R$ 2,52 Mil","0,825","0,17"
2020,4108304,Foz do Iguaçu - PR,"1,695","60,5 Mil",R$ 170 Milhões,"R$ 2,81 Mil","0,817","0,154"
2020,4314100,Passo Fundo - RS,"1,947","60,4 Mil",R$ 170 Milhões,"R$ 2,81 Mil","0,775","0,138"
2020,2307650,Maracanaú - CE,"2,309","59,9 Mil",R$ 122 Milhões,"R$ 2,03 Mil","0,794","0,092"
2020,1505536,Parauapebas - PA,"2,211","59,9 Mil",R$ 191 Milhões,"R$ 3,2 Mil","0,905","0,079"
2020,2408003,Mossoró - RN,"1,907","59,8 Mil",R$ 138 Milhões,"R$ 2,31 Mil","0,813","0,136"
2020,2105302,Imperatriz - MA,"1,717","59,1 Mil",R$ 121 Milhões,"R$ 2,04 Mil","0,805","0,153"
2020,3167202,Sete Lagoas - MG,"1,985","57,9 Mil",R$ 129 Milhões,"R$ 2,23 Mil","0,796","0,128"
2020,4318705,São Leopoldo - RS,"2,679","56,9 Mil",R$ 175 Milhões,"R$ 3,07 Mil","0,828","0,048"
2020,3144805,Nova Lima - MG,"2,641","56,1 Mil",R$ 199 Milhões,"R$ 3,55 Mil","0,859","0,061"
2020,3552403,Sumaré - SP,"3,053","55,9 Mil",R$ 208 Milhões,"R$ 3,72 Mil","0,804","0,014"
2020,3127701,Governador Valadares - MG,"1,496","55,2 Mil",R$ 112 Milhões,"R$ 2,02 Mil","0,775","0,191"
2020,3122306,Divinópolis - MG,"2,07","55,2 Mil",R$ 115 Milhões,"R$ 2,08 Mil","0,728","0,134"
2020,3523909,Itu - SP,"2,513","55,1 Mil",R$ 153 Milhões,"R$ 2,78 Mil","0,765","0,064"
2020,3201308,Cariacica - ES,"1,901","54,4 Mil",R$ 113 Milhões,"R$ 2,07 Mil","0,787","0,138"
2020,3547304,Santana de Parnaíba - SP,"2,986","53,4 Mil",R$ 156 Milhões,"R$ 2,92 Mil","0,767","0,023"
2020,4127700,Toledo - PR,"1,831","52,8 Mil",R$ 132 Milhões,"R$ 2,5 Mil","0,812","0,135"
2020,3502804,Araçatuba - SP,"1,603","51,9 Mil",R$ 123 Milhões,"R$ 2,37 Mil","0,764","0,184"
2020,3509205,Cajamar - SP,"3,113","51,8 Mil",R$ 157 Milhões,"R$ 3,03 Mil","0,847","0,02"
2020,4309209,Gravataí - RS,"2,737","51,7 Mil",R$ 157 Milhões,"R$ 3,05 Mil","0,823","0,039"
2020,3541000,Praia Grande - SP,"1,427","51,2 Mil",R$ 132 Milhões,"R$ 2,58 Mil","0,871","0,14"
2020,3305109,São João de Meriti - RJ,"1,618","51,2 Mil","R$ 91,5 Milhões","R$ 1,79 Mil","0,846","0,138"
2020,4202909,Brusque - SC,"2,361","50,8 Mil",R$ 135 Milhões,"R$ 2,67 Mil","0,792","0,083"
2020,1504208,Marabá - PA,"1,616","50,6 Mil",R$ 142 Milhões,"R$ 2,8 Mil","0,848","0,137"
2020,3152501,Pouso Alegre - MG,"2,213","50,4 Mil",R$ 132 Milhões,"R$ 2,62 Mil","0,822","0,099"
2020,5108402,Várzea Grande - MT,"1,601","49,1 Mil",R$ 116 Milhões,"R$ 2,37 Mil","0,814","0,158"
2020,3524402,Jacareí - SP,"2,683",49 Mil,R$ 152 Milhões,"R$ 3,1 Mil","0,841","0,045"
2020,3303401,Nova Friburgo - RJ,"1,64","48,9 Mil","R$ 86,6 Milhões","R$ 1,77 Mil","0,814","0,158"
2020,4202008,Balneário Camboriú - SC,"1,844","48,6 Mil",R$ 122 Milhões,"R$ 2,5 Mil","0,8","0,141"
2020,2312908,Sobral - CE,"1,348","48,1 Mil","R$ 97,2 Milhões","R$ 2,02 Mil","0,903","0,123"
2020,3519071,Hortolândia - SP,"3,111","47,1 Mil",R$ 204 Milhões,"R$ 4,32 Mil","0,88","0,027"
2020,3151800,Poços de Caldas - MG,"1,856","46,8 Mil",R$ 113 Milhões,"R$ 2,41 Mil","0,776","0,146"
2020,4211900,Palhoça - SC,"2,289","46,4 Mil",R$ 106 Milhões,"R$ 2,28 Mil","0,722","0,105"
2020,3203205,Linhares - ES,"1,542","46,4 Mil",R$ 100 Milhões,"R$ 2,17 Mil","0,798","0,174"
2020,3518701,Guarujá - SP,"1,613","45,9 Mil",R$ 143 Milhões,"R$ 3,12 Mil","0,896","0,114"
2020,3523107,Itaquaquecetuba - SP,"2,991","45,3 Mil",R$ 110 Milhões,"R$ 2,43 Mil","0,728","-0,001"
2020,3507605,Bragança Paulista - SP,"2,033",45 Mil,R$ 115 Milhões,"R$ 2,56 Mil","0,757","0,123"
2020,3545803,Santa Bárbara D'oeste - SP,"2,554","44,9 Mil",R$ 113 Milhões,"R$ 2,52 Mil","0,772","0,063"
2020,4109401,Guarapuava - PR,"1,465","44,5 Mil",R$ 119 Milhões,"R$ 2,67 Mil","0,789","0,187"
2020,2307304,Juazeiro do Norte - CE,"1,574","44,1 Mil","R$ 81,7 Milhões","R$ 1,85 Mil","0,825","0,157"
2020,3536505,Paulínia - SP,"2,985","43,7 Mil",R$ 198 Milhões,"R$ 4,52 Mil","0,848","0,03"
2020,3556206,Valinhos - SP,"2,817","43,6 Mil",R$ 140 Milhões,"R$ 3,21 Mil","0,742","0,03"
2020,3201209,Cachoeiro de Itapemirim - ES,"1,756","43,6 Mil","R$ 94,9 Milhões","R$ 2,18 Mil","0,804","0,147"
2020,4302105,Bento Gonçalves - RS,"2,517","43,6 Mil",R$ 146 Milhões,"R$ 3,36 Mil","0,795","0,063"
2020,3515004,Embu - SP,"2,299",43 Mil,R$ 121 Milhões,"R$ 2,82 Mil","0,853","0,079"
2020,4209300,Lages - SC,"1,799","42,9 Mil","R$ 96,2 Milhões","R$ 2,24 Mil","0,779","0,154"
2020,1506807,Santarém - PA,"1,427","42,7 Mil","R$ 98,3 Milhões","R$ 2,3 Mil","0,816","0,179"
2020,4315602,Rio Grande - RS,"1,839","42,5 Mil",R$ 141 Milhões,"R$ 3,32 Mil","0,904","0,098"
2020,5107909,Sinop - MT,"1,523","42,4 Mil",R$ 106 Milhões,"R$ 2,49 Mil","0,761","0,2"
2020,3551702,Sertãozinho - SP,"2,451","42,3 Mil",R$ 123 Milhões,"R$ 2,9 Mil","0,834","0,064"
2020,2403251,Parnamirim - RN,"1,649","42,2 Mil","R$ 72,8 Milhões","R$ 1,73 Mil","0,823","0,155"
2020,3148004,Patos de Minas - MG,"1,299","42,2 Mil","R$ 93,7 Milhões","R$ 2,22 Mil","0,779","0,214"
2020,4101804,Araucária - PR,"3,239",42 Mil,R$ 142 Milhões,"R$ 3,38 Mil","0,813","0,005"
2020,3170701,Varginha - MG,"2,12","41,2 Mil","R$ 93,7 Milhões","R$ 2,27 Mil","0,774","0,113"
2020,3507506,Botucatu - SP,"1,717","40,9 Mil",R$ 115 Milhões,"R$ 2,81 Mil","0,854","0,122"
2020,4316808,Santa Cruz do Sul - RS,"1,828","40,9 Mil",R$ 115 Milhões,"R$ 2,82 Mil","0,822","0,13"
2020,4119152,Pinhais - PR,"2,939","40,6 Mil",R$ 104 Milhões,"R$ 2,55 Mil","0,707","0,014"
2020,3511102,Catanduva - SP,"1,972","39,9 Mil",R$ 101 Milhões,"R$ 2,53 Mil","0,81","0,12"
2020,3504107,Atibaia - SP,"2,289","39,7 Mil",R$ 106 Milhões,"R$ 2,67 Mil","0,773","0,091"
2020,2303709,Caucaia - CE,"1,66","39,6 Mil","R$ 78,2 Milhões","R$ 1,97 Mil","0,833","0,135"
2020,4118204,Paranaguá - PR,"1,807","39,6 Mil",R$ 111 Milhões,"R$ 2,82 Mil","0,87","0,116"
2020,3300704,Cabo Frio - RJ,"1,524","39,2 Mil","R$ 81,6 Milhões","R$ 2,08 Mil","0,864","0,142"
2020,2602902,Cabo de Santo Agostinho - PE,"2,501","39,1 Mil","R$ 88,1 Milhões","R$ 2,25 Mil","0,823","0,068"
2020,3530706,Mogi Guaçu - SP,"2,031","38,3 Mil",R$ 103 Milhões,"R$ 2,69 Mil","0,779","0,114"
2020,2914802,Itabuna - BA,"1,622","38,3 Mil","R$ 78,3 Milhões","R$ 2,05 Mil","0,836","0,146"
2020,4105805,Colombo - PR,"2,352","37,7 Mil",R$ 93 Milhões,"R$ 2,47 Mil","0,753","0,088"
2020,3556701,Vinhedo - SP,"3,085","37,7 Mil",R$ 121 Milhões,"R$ 3,22 Mil","0,822","0,018"
2020,3503307,Araras - SP,"2,239","37,3 Mil",R$ 103 Milhões,"R$ 2,76 Mil","0,781","0,093"
2020,2304285,Eusébio - CE,"2,462","37,3 Mil",R$ 79 Milhões,"R$ 2,12 Mil","0,814","0,088"
2020,4311403,Lajeado - RS,"2,109","37,3 Mil","R$ 91,6 Milhões","R$ 2,46 Mil","0,787","0,116"
2020,3522307,Itapetininga - SP,"1,179","37,3 Mil",R$ 79 Milhões,"R$ 2,12 Mil","0,803","0,209"
2020,3304201,Resende - RJ,"2,446",37 Mil,R$ 105 Milhões,"R$ 2,84 Mil","0,881","0,069"
2020,2700300,Arapiraca - AL,"1,365","36,9 Mil","R$ 58,4 Milhões","R$ 1,58 Mil","0,825","0,177"
2020,5008305,Três Lagoas - MS,"1,752","36,4 Mil",R$ 107 Milhões,"R$ 2,93 Mil","0,856","0,118"
2020,2918407,Juazeiro - BA,"0,997","36,4 Mil",R$ 78 Milhões,"R$ 2,14 Mil","0,868","0,167"
2020,4307005,Erechim - RS,"1,931","36,3 Mil","R$ 89,5 Milhões","R$ 2,46 Mil","0,787","0,132"
2020,4303103,Cachoeirinha - RS,"2,925","36,2 Mil","R$ 93,2 Milhões","R$ 2,57 Mil","0,763","0,014"
2020,3525300,Jaú - SP,"1,796","35,9 Mil","R$ 81,2 Milhões","R$ 2,26 Mil","0,805","0,133"
2020,4101507,Arapongas - PR,"1,862","35,8 Mil",R$ 83 Milhões,"R$ 2,32 Mil","0,785","0,141"
2020,2930709,Simões Filho - BA,"2,664","35,5 Mil","R$ 77,1 Milhões","R$ 2,17 Mil","0,813","0,059"
2020,4218707,Tubarão - SC,"1,996","35,1 Mil","R$ 78,1 Milhões","R$ 2,22 Mil","0,742","0,137"
2020,3305802,Teresópolis - RJ,"1,354","34,9 Mil","R$ 74,5 Milhões","R$ 2,14 Mil","0,848","0,168"
2020,3551009,São Vicente - SP,"1,692","34,8 Mil","R$ 83,7 Milhões","R$ 2,4 Mil","0,845","0,133"
2020,3523404,Itatiba - SP,"2,765","34,7 Mil",R$ 104 Milhões,"R$ 3,01 Mil","0,769","0,036"
2020,3522505,Itapevi - SP,"2,981","34,6 Mil",R$ 106 Milhões,"R$ 3,05 Mil","0,867","0,03"
2020,2610707,Paulista - PE,"1,744","34,2 Mil",R$ 64 Milhões,"R$ 1,87 Mil","0,844","0,124"
2020,3510609,Carapicuíba - SP,"2,122","34,2 Mil",R$ 77 Milhões,"R$ 2,25 Mil","0,786","0,106"
2020,3505500,Barretos - SP,"1,22","33,5 Mil","R$ 84,8 Milhões","R$ 2,53 Mil","0,853","0,16"
2020,3524709,Jaguariúna - SP,"3,081","33,5 Mil",R$ 122 Milhões,"R$ 3,64 Mil","0,903","0,032"
2020,3300100,Angra Dos Reis - RJ,"1,699","32,9 Mil",R$ 103 Milhões,"R$ 3,15 Mil","0,922","0,096"
2020,3300407,Barra Mansa - RJ,"1,961","32,6 Mil","R$ 67,5 Milhões","R$ 2,07 Mil","0,815","0,116"
2020,4101408,Apucarana - PR,"1,889","32,4 Mil","R$ 73,1 Milhões","R$ 2,25 Mil","0,769","0,145"
2020,3201506,Colatina - ES,"1,538",32 Mil,"R$ 69,4 Milhões","R$ 2,17 Mil","0,826","0,157"
2020,3529302,Matão - SP,"2,086","31,9 Mil","R$ 85,5 Milhões","R$ 2,68 Mil","0,9","0,077"
2020,2903201,Barreiras - BA,"0,958","31,8 Mil","R$ 72,8 Milhões","R$ 2,29 Mil","0,845","0,198"
2020,1502400,Castanhal - PA,"1,203","31,5 Mil","R$ 51,4 Milhões","R$ 1,63 Mil","0,81","0,197"
2020,3545209,Salto - SP,"2,688","31,4 Mil","R$ 83,9 Milhões","R$ 2,67 Mil","0,788","0,046"
2020,3538006,Pindamonhangaba - SP,"2,281","31,3 Mil","R$ 92,7 Milhões","R$ 2,96 Mil","0,832","0,074"
2020,4118501,Pato Branco - PR,"2,102","31,2 Mil",R$ 86 Milhões,"R$ 2,76 Mil","0,804","0,107"
2020,4128104,Umuarama - PR,"1,456",31 Mil,"R$ 68,6 Milhões","R$ 2,21 Mil","0,785","0,187"
2020,3131703,Itabira - MG,"1,646","30,9 Mil",R$ 72 Milhões,"R$ 2,33 Mil","0,874","0,121"
2020,1702109,Araguaína - TO,"1,374","30,7 Mil","R$ 65,7 Milhões","R$ 2,14 Mil","0,821","0,173"
2020,3524006,Itupeva - SP,"2,644","30,2 Mil","R$ 98,4 Milhões","R$ 3,26 Mil","0,805","0,053"
2020,4204301,Concórdia - SC,"1,623","30,2 Mil","R$ 75,7 Milhões","R$ 2,51 Mil","0,844","0,139"
2020,2925303,Porto Seguro - BA,"1,036",30 Mil,"R$ 55,2 Milhões","R$ 1,84 Mil","0,876","0,163"
2020,5107925,Sorriso - MT,"1,159","29,7 Mil","R$ 78,8 Milhões","R$ 2,65 Mil","0,819","0,198"
2020,3554003,Tatuí - SP,"1,564","29,7 Mil","R$ 70,3 Milhões","R$ 2,37 Mil","0,83","0,145"
2020,3518404,Guaratinguetá - SP,"1,831","29,5 Mil","R$ 88,4 Milhões",R$ 3 Mil,"0,873","0,11"
2020,4215802,São Bento do Sul - SC,"2,297","29,4 Mil","R$ 73,5 Milhões","R$ 2,5 Mil","0,845","0,077"
2020,2913606,Ilhéus - BA,"1,477","29,4 Mil","R$ 67,6 Milhões","R$ 2,3 Mil","0,886","0,122"
2020,3530805,Moji-Mirim - SP,"2,032","29,1 Mil","R$ 80,4 Milhões","R$ 2,76 Mil","0,805","0,107"
2020,3506508,Birigui - SP,"1,764","28,9 Mil","R$ 60,3 Milhões","R$ 2,09 Mil","0,801","0,14"
2020,3301900,Itaboraí - RJ,"1,666","28,7 Mil","R$ 64,4 Milhões","R$ 2,25 Mil","0,866","0,123"
2020,4104204,Campo Largo - PR,"1,903","28,1 Mil","R$ 68,5 Milhões","R$ 2,44 Mil","0,767","0,141"
