Ano,ID IBGE,Localidade,ICE-R - Emprego,Empregos,Massa Salarial,Renda Mensal Média,Distância média,Ganho de oportunidade médio
2015,3301900,Itaboraí - RJ,"1,6","31,7 Mil","R$ 64,2 Milhões","R$ 2,03 Mil","0,852","0,139"
2015,3302007,Itaguaí - RJ,"2,166","31,5 Mil",R$ 91 Milhões,"R$ 2,89 Mil","0,937","0,074"
2015,1500602,Altamira - PA,"1,154","30,9 Mil","R$ 79,7 Milhões","R$ 2,58 Mil","0,911","0,133"
2015,3518404,Guaratinguetá - SP,"1,782","30,8 Mil","R$ 80,6 Milhões","R$ 2,62 Mil","0,856","0,128"
2015,1702109,Araguaína - TO,"1,422","30,7 Mil","R$ 52,9 Milhões","R$ 1,73 Mil","0,812","0,184"
2015,2903201,Barreiras - BA,"1,029","30,2 Mil","R$ 54,7 Milhões","R$ 1,81 Mil","0,824","0,217"
2015,3545209,Salto - SP,"2,551","30,1 Mil","R$ 71,4 Milhões","R$ 2,37 Mil","0,776","0,058"
2015,3554003,Tatuí - SP,"1,624","30,1 Mil","R$ 64,4 Milhões","R$ 2,14 Mil","0,849","0,137"
2015,4104204,Campo Largo - PR,"2,046","30,1 Mil","R$ 60,2 Milhões",R$ 2 Mil,"0,777","0,122"
2015,3539806,Poá - SP,"2,277","29,9 Mil","R$ 57,9 Milhões","R$ 1,93 Mil","0,839","0,09"
2015,3304524,Rio Das Ostras - RJ,"2,078","29,8 Mil",R$ 93 Milhões,"R$ 3,12 Mil","0,911","0,084"
2015,3104007,Araxá - MG,"1,233","29,2 Mil",R$ 63 Milhões,"R$ 2,16 Mil","0,849","0,175"
